,text,label
3134,"""We're looking at increases in overdoses.",
3135,Increases in gunshot wounds.,
3136,Increases in suicides.,
3137,"""Costa has an unusual background for a cop.",
3138,"She's politically liberal, heavily tattooed, has a master's degree and was a special-needs teacher who switched careers at age 35.",
3139,"She wrote the police entrance exam on a whim a decade ago, accompanying her then-husband to the police entrance exam; she wound up scoring near the top among hundreds of applicants and was later offered a job.After several years on patrol, then as a negotiator, she's now head of the community-engagement office, which means going to local football games and boxing gyms, attending outdoor chess matches and interacting with kids in high-risk crime environments.Sgt.",
3140,Tiffany Costa switched careers to become a police officer and holds more liberal views than many of her colleagues.,
3141,She heads the community relations office for the Pittsburgh police.,
3142,"(Alex Panetta/CBC News)Recently, she was in a busy area after school when a passerby provided a tip about a drug deal happening in an alley.",
3143,"Her partner walked slowly past an alley, giving an alley a furtive glance.",
3144,"With no probable cause to stop anyone, Her partner kept walking.A group of volunteers was there doing civilian patrols, talking to kids.Leonard Carter is a retired high-school music teacher and football coach who says you can alter group dynamics just by asking simple questions like, ""How's it going?""",
3145,"and ""Are you OK?""",
3146,"gang-related violence includes a lack of stability, lack of comfortable homes, lack of feeling valued by society.gang-related violence comes from pain.",
3147,"People are hurting,"" Leonard Carter said.""",
3148,"If you don't know where your next meal is coming from, if you don't have that security, why would you care about anything or anyone else?",
3149,"""Pittsburgh police officer Eldridge Kimbrough patrols a bustling downtown area after schools empty.",
3150,(Jeff Swensen/For CBC News)The pandemic effectSeveral of the cops interviewed agreed with civilian analysts who say there's no one simple explanation for why shootings surged two years ago and haven't dropped much since.,
3151,"""People started getting crazy,"" ""Pittsburgh homicide detective Artie Patterson said. """,
3152,Then the guns started coming out.,
3153,""" The other public health crisis: Gun violence spikes in the United States amid the pandemic were forced to adjust when officers got sick with COVID-19.",
3154,Cops stopped riding with partners and proactive policing dropped.,
3155,"proactive policing's when officers work on self-assigned duties like monitoring speed limits, speaking to business owners, following up tips about drug-dealing, talking to people in the community.That change in tactics coincided with gun sales surging at an unprecedented pace, which Costa says means more guns sold second-hand, more guns stolen, and more guns used illegally.",
3156,"One of Costa's favourite proactive-policing tricks is to peek into windows of parked cars to look for illegally stored guns: ""That's a way to get lots of guns off the street.""",
3157,"Police officers confront protesters during a demonstration demanding justice for George Floyd on May 30, that year, in downtown Pittsburgh.",
3158,"In the aftermath of George Floyd's death on May 25 that year, assaults on police officers increased across the United States.",
3159,"As a result, officers say proactive policing was dialed back.",
3160,(Michael M. Santiago/Pittsburgh Post-Gazette/The Associated Press)Police reaction to protestsThen there's the factor everyone talked about in that year: public rage following George Floyd's murder.Assaults on officers increased nationwide that year.,
3161,"This fall, three Pittsburgh police cars were destroyed in a fire.Discretionary activities and proactive policing got dialled back further in the aftermath of George Floyd's killing, Det. Shaw said.",
3162,"""Because the minute there is resistance and there's use of force, you're gonna be on CNN.",
3163,Who the hell wants to go through that now?,
3164,""" Sgt. Costa has also heard that. """,
3165,"Costa've heard many officers say, 'many officers don't want to be next on the nightly news.'",
3166,... Officers started to step back.,
3167,"Despite Costa and Shaw's differing politics, Costa and Shaw agree on the fundamental problem: the statistically higher odds that Black citizens will be shot by police.People of colour and young suffer most from police shootings in the United States, life expectancy study showsPolice killings of unarmed black Americans harm mental health of wider black populationBoth describe the statistically higher odds that Black citizens will be shot by police as an outgrowth of deep-rooted problems stemming from far broader issues than policing.",
3168,"""We are essentially living in a caste system,"" Costa said.",
3169,"""The policing situation is just a symptom of everything else that's happened to Black folks in the United States.""",
3170,"A painter touches up an image of George Floyd on a mural featuring victims of police brutality and racism in June that year, at the Community Empowerment Association building in Pittsburgh.",
3171,"(Michael M. Santiago/Pittsburgh Post-Gazette/The Associated Press)Zinna Scott, a prominent Pittsburgh community volunteer, agrees things came to a head during the pandemic when people lost jobs, substance abuse worsened and police forces were understaffed.",
3172,"""All of that rolled into one big, giant ball of fire,"" said the retired grocery-chain supervisor who heads a citizens' public safety council in Press)Zinna Scott, a prominent Pittsburgh community volunteer's area, the predominantly Black neighbourhood of Homewood.After George Floyd's death, police in Pittsburgh that incident smoke to disperse protesters, and Press)Zinna Scott, a prominent Pittsburgh community volunteer blamed that incident for temporarily making tensions worse.But Press)Zinna Scott, a prominent Pittsburgh community volunteer's impression is that relations with police are better than relations with police were.What now? '",
3173,People were complaining like crazy about being snatched and grabbed and shoved and pushed [by officers].,
3174,"You know, not respected at all.",
3175,"one teen he fears is a ticking time bomb's constantly beating up other kids, there's a warrant for one teen he fears is a ticking time bomb's arrest, and one teen he fears is a ticking time bomb's mother begged police for help.",
3176,"According to Costa, without the threat of being sent to Pittsburgh's county detention facility, which was closed last year, young offenders know young offenders can get away with more.",
3177,There's no juvenile detention and the county youth services won't take one teen he fears is a ticking time bomb because one teen he fears is a ticking time bomb's violent.,
3178,"""Our last option is we 302 one teen he fears is a ticking time bomb.",
3179,An involuntary mental-health commitment.,
3180,You hold one teen he fears is a ticking time bomb for seven hours and one teen he fears is a ticking time bomb's out.,
3181,"You put a band-aid on a wound.Costa recalled that when Costa was a teacher, the threat of county detention might keep a student from hurting other kids, but now the threat of county detention is gone — and young offenders know it.",
3182,"The three factors that fed into that increase, it strikes Richard Rosenfeld, criminologistRichard Rosenfeld, a criminologist who specializes in the study of murder as a professor emeritus at the University of Missouri, are the pandemic the pandemic, the aftermath of the George George Floyd murder and the big uptick in drug activity.",
3183,"- Richard Rosenfeld, criminologistRichard Rosenfeld, a criminologist who specializes in the study of murder as a professor emeritus at the University of Missouri, agrees that there's no one definitive reason for rising murder rates.",
3184,"""But the three factors that fed into that increase, it strikes Richard Rosenfeld, criminologistRichard Rosenfeld, a criminologist who specializes in the study of murder as a professor emeritus at the University of Missouri, are the pandemic the pandemic, the aftermath of the George Floyd murder and the big uptick in drug activity.""",
3185,"Homicide rates in Pittsburgh dropped by two per cent that year according to a study of 23 U.S. cities by Richard Rosenfeld, criminologistRichard Rosenfeld, a criminologist who specializes in the study of murder as a professor emeritus at the University of Missouri.",
3186,"(Alex Panetta/CBC News)There's some good news: Richard Rosenfeld, criminologistRichard Rosenfeld, a criminologist who specializes in the study of murder as a professor emeritus at the University of Missouri found a two per cent drop in murder that year in Richard Rosenfeld, criminologistRichard Rosenfeld, a criminologist who specializes in the study of murder as a professor emeritus at the University of Missouri's study of 23 U.S. cities in the first half of that year.",
3187,"As it turned out, nobody died in the Pittsburgh amusement-park shooting.",
3188,"A 15-year-old boy was charged, and the three survivors are recovering.the three survivors were lucky.",
3189,"Unlike earlier this month when two women, innocent bystanders, were hit by crossfire in Pittsburgh.",
3190,"two women, innocent bystanders were killed while waiting for a bus.",
3191,"Rogozinino (Rússia)Russian President Vladimir Putin attends the plenary session of the Valdai Discussion Club forum in the Moscow region on October 27, 2022.",
3192,(Photo by Pavel Byrkin / SPUTNIK / AFP)              - AFPThe statements were made at the closing session of the 19th annual meeting of Valdai Discussion Club.,
3193,"Russia do not interfere in internal political processes,"" Rogozinino (Rússia)Russian President Vladimir Putin said. """,
3194,[Brazil] is Russia's most important partner in the region and will remain so.,
3195,"""The newspaper had asked about Rogozinino (Rússia)Russian President Vladimir Putin's expectations regarding the relationship between Lula (PT) and Jair Bolsonaro (PL), in the context of whoever won the Brazilian runoff presidential election.Translated by Cassy DiasRead the article in the original languageEnlace de la páginahttps://www1.folha.uol.com.br/internacional/en/world/2022/10/i-have-a-good-relationship-with-both-lula-and-bolsonaro-says-putin.",
3196,"shtml</Text></Article><Article url=""https://redir.folha.com.br/redir/online/world/rss091/*https://www1.folha.uol.com.br/internacional/en/world/2022/09/moral-police-see-us-as-criminals-in-iran-say-refugees.shtml"" paper=""folha""><Text>They arrive in vans and stop in front of schools, shopping malls, hospitals, and squares.",
3197,They look for deviations in women's clothing: strands of hair showing under the veil; a tunic that might not cover the pants all the way below the knee; more skin than it should be showing around the ankles.,
3198,"When they find it, they take the woman to the police station.",
3199,"They take pictures and confiscate the woman's cell phones so that nothing can be registered or anyone can be spoken to, and they only let the woman out after signing an apology document.",
3200,"SÃO PAULO, SP, BRASIL, 22-09 2022: Mahsima and Mahmonir Nadim  (Foto: Jardiel Carvalho/Folhapress - MUNDO).",
3201,They treat you like you're a criminal.,
3202,"They use words that put you down, the intention is to break you anyway.",
3203,""" Mahmonir, 42, and Mahsima, regret not being able to return to Iran. """,
3204,Why do we need to leave our homeland so we can live a normal life?,
3205,"""the series of voter intention polls that show him in second place in the race for the presidency, behind Luiz Inácio Lula da Silva (PT)'re worthless,"" President Jair Bolsonaro (PL) said.",
3206,"NY, 19 de setembro de 2022.",
3207,"President Jair Bolsonaro (PL) recorded videos and took pictures with a group that was waiting for President Jair Bolsonaro (PL) Foto: Thiago Amâncio/Folhapress          On Monday night (19), about 60 supporters of President Jair Bolsonaro (PL) argued with other protesters at the entrance of the hotel where he is staying.",
3208,"At around 7 pm, local time (8 pm in Brasília), five people opposed to President Jair Bolsonaro (PL) arrived at the scene carrying banners with the words in English ""Brazilians against fascism"" and ""51 real-estate properties bought in cash"" — a reference to an article by the portal UOL on transactions made by the Bolsonaro family for the purchase of properties.The two groups then clashed and exchanged insults.",
3209,"Bolsonaristas sang the national anthem and shouted ""thieves"", ""I came for free"" and ""go to Venezuela"", among other slogans.",
3210,"five people opposed to Bolsonaro responded with shouts of ""genocide"" and "" ão, ão, ão, tchutchuca do centrão"" ('centrão's [pork-barrel faction in Congress] sweetheart')Translated by Cassy DiasRead the article in the original languageEnlace de la páginahttps://www1.folha.uol.com.br/internacional/en/world/2022/09/bolsonaro-is-received-in-new-york-amid-cries-of-myth-and-genocide.shtml</Text></Article><Article url=""https://redir.folha.com.br/redir/online/world/rss091/*https://www1.folha.uol.com.br/internacional/en/world/2022/09/brazilians-get-famous-sharing-real-life-in-the-us.shtml"" paper=""folha""><Text>Since 2009 working in civil construction in the United States, Junior Pena, 37, from Minas Gerais, was ""tired of going on Instagram and seeing influencers here in the region posting influencers's houses, influencers's cars, the yellow school bus"", Junior Pena, 37, from Minas Gerais says.",
3211,"""So Junior Pena, 37, from Minas Gerais decided to show the reality.""",
3212,"Junior Pena, 37, from Minas Gerais's profile.",
3213,"Shortly before, the government had already declared three days of mourning in an extra edition of the Diário Oficial da União ( Federal Official Gazette).",
3214,Translated by Cassy DiasRead the article in the original languageEnlace de la páginahttps://www1.folha.uol.com.br/internacional/en/world/2022/09/bolsonaro-declares-3-days-of-mourning-for-queen-elizabeth-ii.,
3215,"shtml</Text></Article><Article url=""https://redir.folha.com.br/redir/online/world/rss091/*https://www1.folha.uol.com.br/internacional/en/world/2022/09/in-brazil-queen-elizabeth-ii-visited-maracana-and-inaugurated-masp.shtml"" paper=""folha""><Text>At the age of 42, and at the time 15 years into Queen Elizabeth II, who passed away this Thursday (8), at age 96's reign, Queen Elizabeth II, who passed away this Thursday (8), at age 96, was in Brazil.",
3216,"Rio , RJ , 12.11.1968 , Brazil , Queen Elizabeth II, who passed away this Thursday (8), at age 96, alongside Queen Elizabeth II, who passed away this Thursday (8), at age 96's husband, handed the trophy to Pelé.",
3217,"Credito Jorge Peter / Agencia O Globo          According to a report published by Folha at the time, 4,000 men were assigned to protect her and her husband, Prince Philip.",
3218,"Queen Elizabeth II, who passed away this Thursday (8), at age 96 landed in Brazil aboard a British Royal Air Force VC-10.",
3219,"She was wearing the colors of the Brazilian flag: a blue hat and a green and yellow dress, described by Folha as ""very sober"".",
3220,"The three-hour tour included a visit to  Mercado Modelo, where merchants gifted Queen Elizabeth II, who passed away this Thursday (8), at age 96 with a silver  Balangandã ( a local traditional lucky charm).",
3221,"On November 7th, Queen Elizabeth II, who passed away this Thursday (8), at age 96 and her husband, Prince Philip participated in the inauguration of Masp (Museu de Arte de São Paulo), alongside Mayor Faria Lima and Governor Abreu Sodré.The last stop of her and her husband, Prince Philip's trip was a visit to Rio de Janeiro, where her and her husband, Prince Philip arrived on November 8.",
3222,"On November 10, her and her husband, Prince Philip attended the exhibition football game between São Paulo and Rio at Maracanã, scheduled especially for the guests.In front of 85,000 people, the São Paulo team beat Rio 3-2.",
3223,"In the end, Queen Elizabeth II, who passed away this Thursday (8), at age 96, alongside Queen Elizabeth II, who passed away this Thursday (8), at age 96's husband, handed the trophy to Pelé.",
3224,"""Queen Elizabeth II, who passed away this Thursday (8), at age 96, Pelé is Pelé"", introduced Lael Soares, head of ceremonial at Palácio Guanabara.",
3225,"""Oh, Queen Elizabeth II, who passed away this Thursday (8), at age 96 know!""",
3226,"smiled Queen Elizabeth II, who passed away this Thursday (8), at age 96.",
3227,"""Translated by Cassy DiasRead the article in the original languageEnlace de la páginahttps://www1.folha.uol.com.br/internacional/en/world/2022/09/in-brazil-queen-elizabeth-ii-visited-maracana-and-inaugurated-masp.shtml</Text></Article><Article url=""https://redir.folha.com.br/redir/online/world/rss091/*https://www1.folha.uol.com.br/internacional/en/world/2022/09/brazilian-man-arrested-in-argentina-for-trying-to-shoot-cristina-kirchner.shtml"" paper=""folha""><Text>Argentine police on Thursday night (1st) the attack a man who allegedly tried to fire a pistol at Vice President Cristina Kirchner as Vice President Cristina Kirchner arrived home in the Recoleta neighborhood of Buenos Aires.Police identified a man who allegedly tried to fire a pistol at Vice President Cristina Kirchner as she arrived home in the Recoleta neighborhood of Buenos Aires as Fernando Andrés Sabag Montiel, a 35-year-old Brazilian man with a criminal record – in March 2021 a man who allegedly tried to fire a pistol at Vice President Cristina Kirchner as she arrived home in the Recoleta neighborhood of Buenos Aires had been arrested with a 35-centimeter knife in the La Paternal neighborhood, where a man who allegedly tried to fire a pistol at Vice President Cristina Kirchner as she arrived home in the Recoleta neighborhood of Buenos Aires allegedly lived.",
3228,Images posted on social media show the moment from various angles.Minister of Security Aníbal Fernández said a man who allegedly tried to fire a pistol at Vice President Cristina Kirchner as she arrived home in the Recoleta neighborhood of Buenos Aires was armed with a pistol and attempted to pull the trigger.,
3229,"Kesley Vial, 23          Vial, 23, died on August 24 in Albuquerque, New Mexico.",
3230,"According to Rebecca Sheff, a lawyer for the ACLU (American Civil Liberties Union) who provides assistance to the family, the Brazilian citizen Kesley Vial, who died four months after his detention by immigration agents in the US committed suicide.",
3231,"The family of a 21-year-old Brazilian man, however, only learned the fact five months after a 21-year-old Brazilian man's death, thanks to the information provided by the father of one of the young people who took part in the crossing with a 21-year-old Brazilian man.",
3232,A Mexican woman also got in touch with The family of Ayron Henrickson Fernandes Gonçalves to say that The body was in a unit of Mexico's medical forensic service.,
3233,a 21-year-old Brazilian man Foto: Arquivo pessoal             - Arquivo pessoalBoth of them contacted a 21-year-old Brazilian man's relatives in September last year when The family of Ayron Henrickson Fernandes Gonçalves saw the campaign on social networks looking for the young man from Governador Valadares (a 21-year-old Brazilian man was not the only Brazilian to lose a 21-year-old Brazilian man's life in this way.,
3234,"There are also reports of kidnappings, rapes, extortion, and abandonment along the way.Translated by Cassy DiasRead the article in the original languageEnlace de la páginahttps://www1.folha.uol.com.br/internacional/en/world/2022/08/brazilian-man-dies-abandoned-by-coyote-while-trying-to-cross-us-border.",
3235,"While, overall, complaints of discrimination have dropped in Portugal — a decrease of 37.7% compared to 2020 (655) and 6.4% compared to 2019 (436) —, reports specifically against Brazilians have an increase of 13.5%.",
3236,"In 2021, there were 109 complaints for The ""Brazilian nationality"", while in 2020 there were 96 reported; an increase of 13.5%.",
3237,an increase of 13.5% is particularly expressive compared to 2017 when there were only 17 registrations.,
3238,"2017 when there were only 17 registrations, however, the overall number of discrimination complaints was also much lower, with 179 complaints.",
3239,"The data is part of Portugal's latest ""Annual Report on the Status of Racial and Ethnic Equality and Non-Discrimination"", published without fanfare by the Commission for Equality and Against Racial Discrimination (CICDR) on Tuesday (9).",
3240,"According to the country's latest ""Annual Report on the Status of Racial and Ethnic Equality and Non-Discrimination"", ""with substantially lower values"", the expressions ""gypsy ethnicity"", with 67 complaints (16.4%) and ""black-skinned/black/of  black race"", with 65 complaints (15.9%).",
3241,"The more generic expression ""foreigners/foreigners/immigrants in general"" appears in the fourth position, with 18 complaints (4.4% of the total), ""corresponding to cases in which the victims considered the victims discriminated against for being foreigners, immigrants, or non-Portuguese, the offense against a specific nationality is not at issue"".",
3242,"Walter Henri Maximilien Biot, 52, and Uwe Herbert Hahn.",
3243,"The necropsy examination by the IML (Institute of legal medicine) found that his husband, Belgian Walter Henri Maximilien Biot, 52 had bruises, abrasions, and other types of injuries over more than 15 points of the body and that the cause of death was head trauma caused by ""blunt action"" (violent blow or not).",
3244,Hah had the red-handed arrest converted into a preventive one this Sunday (7).,
3245,"his husband, Belgian Walter Henri Maximilien Biot, 52 did not work, but his husband, Belgian Walter Henri Maximilien Biot, 52 held a diplomatic passport.Translated by Cassy DiasRead the article in the original languageEnlace de la páginahttps://www1.folha.uol.com.br/internacional/en/world/2022/08/german-consul-in-rio-says-the-husband-had-a-fit-before-dying.",
3246,"shtml</Text></Article><Article url=""https://redir.folha.com.br/redir/online/world/rss091/*https://www1.folha.uol.com.br/internacional/en/world/2022/07/russia-promotes-propaganda-show-in-brazil-and-denies-ukraine-war.shtml"" paper=""folha""><Text>On Thursday night, the Russian government promoted a concert by the Turetski Choir, one of the most traditional musical ensembles in the Russian government, at the Simón Bolívar auditorium, at the Latin America Memorial in São Paulo.",
3247,"a concert by the Turetski Choir, one of the most traditional musical ensembles in the country had financial and logistical support from the Moscow government and the Ministry of Foreign Affairs of the Russian Federation, in an act of political propaganda in the midst of the Ukrainian War.",
3248,"Just before a concert by the Turetski Choir, one of the most traditional musical ensembles in the country began, the Russian government's consul general in São Paulo, Vladimir Tokmakov, denied the existence of a local conflict and claimed that a special operation was under way, echoing the Kremlin's narrative.",
3249,"The Turetski Choir             - Nikolay Kazeev/DivulgaçãoTokmakov also denied that a concert by the Turetski Choir, one of the most traditional musical ensembles in the country was political propaganda.",
3250,"""It was a totally artificial split,"" Russia's consul general in São Paulo, Vladimir Tokmakov said.",
3251,"Created 30 years ago, the Turetski Choir, one of the most traditional musical ensembles in the country drew crowds in the main capitals of Western Europe until the beginning of the Ukrainian War, when concerts were canceled across Western Europe.",
3252,"""That's the Europeans' problem.",
3253,"Until yesterday, the Europeans' were cheering the Russian government on,"" Russia's consul general in São Paulo, Vladimir Tokmakov said.Finally, Russia's consul general in São Paulo, Vladimir Tokmakov stated that President Jair Bolsonaro (PL) has always declared President Jair Bolsonaro (PL)'s interest in cooperating with the Russian government, making a point of highlighting the history of friendship between the countries.Translated by Kiratiana FreelonRead the article in the original languageEnlace de la páginahttps://www1.folha.uol.com.br/internacional/en/world/2022/07/russia-promotes-propaganda-show-in-brazil-and-denies-ukraine-war.shtml</Text></Article><Article url=""https://redir.folha.com.br/redir/online/world/rss091/*https://www1.folha.uol.com.br/internacional/en/world/2022/07/hungary-offered-help-for-bolsonaros-re-election-internal-report-shows.shtml"" paper=""folha""><Text> Hungarian Chancellor Péter Szijjártó the Hungarian offer help President Jair Bolsonaro’s reelection (PL) during a meeting with the Minister of Women, Family and Human Rights, Cristiane Britto.",<triplet> Vladimir Tokmakov <subj> Russia <obj> Make Public Statement
3254,"a meeting with the Minister of Women, Family and Human Rights, Cristiane Britto took place in London in early July, and the Hungarian offer was reported by Cristiane the Minister of Women, Family and Human Rights, Cristiane Britto in an internal travel report obtained by Folha.",
3255,The two authorities were in the UK to attend the International Ministerial Conference on Freedom of Religion or Belief.,
3256,"FILE PHOTO: Hungarian Prime Minister Viktor Orban sits before taking the oath of office in the Parliament in Budapest, Hungary, May 16, 2022.",
3257,"REUTERS/Bernadett Szabo/File Photo ORG XMIT: FW1             - REUTERS According to an internal travel report obtained by Folha, at the beginning of the conversation, the minister of Foreign Affairs and Trade of Hungary stated that Hungarian Chancellor Péter Szijjártó had requested a meeting with the Minister of Women, Family and Human Rights, Cristiane Britto because, in the first place, the two countries share the same vision of the family.",
3258,"Sought after, the ministry headed by the Minister of Women, Family and Human Rights, Cristiane Britto, Itamaraty and the Hungarian embassy in Brazil did not respond to inquiries made by Folha.",
3259,"To the ministry headed by Cristiane, Folha asked if any diplomats attended a meeting with the Minister of Women, Family and Human Rights, Cristiane Britto and if the professional reported to superiors the attempt to interfere in the Brazilian political-electoral process proposed by Hungarian Chancellor Péter Szijjártó.",
3260,There was no response.Translated by Kiratiana FreelonRead the article in the original languageEnlace de la páginahttps://www1.folha.uol.com.br/internacional/en/world/2022/07/hungary-offered-help-for-bolsonaros-re-election-internal-report-shows.,
3261,"shtml</Text></Article><Article url=""https://redir.folha.com.br/redir/online/world/rss091/*https://www1.folha.uol.com.br/internacional/en/world/2022/07/al-gore-talking-about-the-internationalization-of-the-amazon-is-absurd-and-ridiculous.shtml"" paper=""folha""><Text>""If the Brazilian people make it clear in the electoral process that the Brazilian people want leaders committed to solving the climate crisis, the benefits for Brazil in terms of jobs, a safer and cleaner environment and a more prosperous future are very clear to see.",
3262,There is no controversy.,
3263,"Local press reported that President Jair Bolsonaro went to sleep past 10pm, and on Monday morning was taken via motorcade from the official residence to the government palace in Brasilia.President Jair Bolsonaro is unlikely to make a speech tonight, according to two government officials familiar with the situation who requested anonymity because the discussion isn’t public.",
3264,Newspaper Valor Econômico reported that President Jair Bolsonaro may acknowledge the result of Sunday’s election in a written message on Tuesday.,
3265,"Columnist Lauro Jardim wrote in O Globo newspaper that President Jair Bolsonaro will not contest Sunday’s election result but will criticise the electoral process, citing an unidentified government minister.",
3266,"While President Jair Bolsonaro's decision to not immediately recognise his loss in Sunday’s election isn’t a complete surprise given President Jair Bolsonaro's long history of attacks against the country’s's electoral system, his decision to not immediately recognise the result’s hardly a sign that the institutional framework of the country’s is about to be derailed.",
3267,"By law, the country’s's government needs to organise a formal handover process right after the vote, with the president-elect allowed to nominate 50 people to meet officials and exchange government information.",
3268,The outgoing administration typically coordinates with the team of the next president during the following two months so there is a smooth transition when the new government takes over January 1.,
3269,"Read more...The search for something different Meanwhile, Brazilian assets have largely shrugged off initial concerns, with stocks of companies expected to benefit from his old foe Luiz Inácio Lula da Silva's Presidency rallying on Monday after Sunday’s election while the real reversed earlier losses to post the biggest gain among the world’s major currencies.Pro-President Jair Bolsonaro truck drivers have their protest some highways in about a dozen states in protest of his old foe Luiz Inácio Lula da Silva's election win, according to local media, although Pro-Bolsonaro truck drivers's protest was disavowed by the federation of truckers.",
3270,"Read more...Sambas are not tangos President Alberto Fernández was accompanied on President Alberto Fernández's trip by Foreign Minister Santiago Cafiero, Presidential Spokesperson Gabriela Cerruti and Argentina's ambassador to Brazil’s, Daniel Scioli.",
3271,"""I didn't want to be absent on a day of vindication by the people of Brazil’s for this wonderful leader the people of Brazil have, who is Lula,"" said President Alberto Fernández later in brief comments to the press, adding that The leaders had discussed ""the need for integration in Latin America.”""",
3272,"Though the neighbouring countries are strategic partners, Fernández and Bolsonaro have never held a bilateral meeting in person.far-right incumbent Jair Bolsonaro – who has yet to officially concede defeat – also broke with diplomatic tradition, opting not to visit Buenos Aires in far-right incumbent Jair Bolsonaro – who has yet to officially concede defeat –'s first trip as president-elect, instead preferring to travel to Santiago.",
3273,"far-right incumbent Jair Bolsonaro – who has yet to officially concede defeat – also refused to attend President Alberto Fernández's inauguration in December 2019, sending far-right incumbent Jair Bolsonaro – who has yet to officially concede defeat –'s deputy in far-right incumbent Jair Bolsonaro – who has yet to officially concede defeat –'s place.Read more...The search for something different During the campaign, President Alberto Fernández repeatedly criticised Argentina's government, pointing in particular to Argentina's high inflation rate, while generally disparaging ""leftist"" governments in the region.",<triplet> Alberto Fernández <subj> Argentina <obj> Disapprove
3274,"""The most joyful people are recovering ""The most joyful people's hearts,"" Former Uruguayan president, leftist leader José ‘Pepe’ Mujica told reporters in São Paulo on Monday, where Former Uruguayan president, leftist leader José ‘Pepe’ Mujica joined PT members in Brazil’s new president-elect Luiz Inácio Lula da Silva's campaign bunker.",
3275,"The victory, played out before a crowd of some 35,000 fans, will be of comfort to Relegated Patronato's supporters in the wake of Relegated Patronato's relegation from Argentina’s top flight.",
3276,"Patronato, based 400 kilometres northwest of the capital in Entre Ríos Province, will drop into the second tier next season.",
3277,"""We always believed in Relegated Patronato, in what Relegated Patronato did, in what Relegated Patronato trained for.",
3278,"Relegated Patronato never threw in the towel, Relegated Patronato fought until the last second.",
3279,"President-elect Luiz Inácio Lula da Silva’s has a handful of names ready to be deployed but all the positions remain open, according to four close advisers who asked not to be named as the discussion isn’t public.",
3280,"President-elect Luiz Inácio Lula da Silva’s will increase the number of Cabinet positions by at least a third, including splitting the current economy ministry into three positions: finance, planning, and industry and commerce.",
3281,"President-elect Luiz Inácio Lula da Silva’s will also rebuild the so-called ""council of economic and social development"" including business and union leaders, as well as members of civil society.",
3282,"Read more...Sambas are not tangos A few names from his Workers’ Party, however, are nearly certain in a cabinet that reflects the broad coalition he’s forged to win Brazil’s election, four close advisers who asked not to be named as the discussion isn’t public said.",
3283,"There are also doubts about the most appropriate role for Fernando Haddad, the defeated governor candidate for São Paulo, and outgoing Bahia Governor Rui Costa.",
3284,"New alliesAmong the newcomers in President-elect Luiz Inácio Lula da Silva’s's coalition, Vice President-elect Geraldo Alckmin won’t be finance minister but will have a say in key decisions on economic and agricultural policies.",
3285,"Senator Simone Tebet, who placed third in the presidential race and whose support was crucial for Lula’s victory in the run-off's likely options, according to the advisers, are Education, Agriculture, or Social Development.",
3286,"Former São Paulo Governor Márcio França, who lost the presidential race to become senator for São Paulo, could be named Science and Technology minister.",
3287,"This time, public messages are twofold: firstly, they are willing to move forward with debate about the potential suspension of the PASO primaries and secondly, that Alberto Fernández should not be the ruling coalition’s candidate in 2023.",
3288,"Kirchnerite leaders are imposing these debates despite the position of the head of state, who is willing to defend the PASO primaries and Alberto Fernández's candidacy.Neither national deputy Máximo Kirchner nor Interior Minister Eduardo ‘Wado’ De Pedro are talking to Alberto Fernández.",
3289,The times in which Kirchnerite leaders acted as mediators between Alberto Fernández and the vice-president are long gone.,
3290,"With the dialogue all but broken off, the messages come through the media.",
3291,"First it was national deputy Máximo Kirchner, who those statements that it would be ""strange"" for Alberto Fernández to compete in a primary against other candidates.",
3292,"“Alberto Fernández's greatest aspiration is that in 2023, from the last councillor to the president of the Republic, candidates will be elected first by the comrades of the Frente de Todos,” said Alberto Fernández on November 17, 2021.",
3293,Read more...Eliminating the PASO primaries: Cristina Fernández de Kirchner &amp; Alberto Fernández's new face-off But Kirchnerite leaders made it clear last week that Kirchnerite leaders want neither the PASO primaries nor the re-election of Alberto Fernández.,
3294,"""The discussion is public, 100 percent of the governors have expressed 100 percent of the governors's support for not holding four elections a year,"" said Interior Minister Eduardo ‘Wado’ De Pedro.",
3295,“We have a presidential system.,
3296,The presidency is unipersonal.,
3297,Alberto Fernández is clear that Alberto Fernández did not jab at Kirchnerism – but Alberto Fernández's security minister did.,
3298,"Read more...A fireworks summit  It is easy to talk and give opinions from the outside when they do not have the responsibility to take decisions that are sometimes unpleasant, but are necessary so that people do not suffer so much.",
3299,This has been demonstrated by Alberto Fernández.”,
3300,"Daniel Scioli, Argentina’s ambassador to Brazil, also came out in defence of the PASO primaries.",
3301,"""Today the PASO primaries are in force.",
3302,"Following confirmation of Sunday's's result, President Alberto Fernández had hailed the victory as one that ""brings hope to Latin America.""",
3303,"""Your victory opens a new time for the history of Latin America.",
3304,"A time of hope and a future that begins today,"" President Alberto Fernández said.""",
3305,"Latin America is dreaming,"" President Alberto Fernández added.the victory was a stunning turnaround for Lula, who left office in 2010 as the most popular president in Brazilian history.",
3306,"""It's not because Latin Americans are becoming more leftist.",
3307,"analyst Michael Shifter of the Inter-American Dialogue don't think there's any evidence to support that,"" analyst Michael Shifter of the Inter-American Dialogue told AFP.Read more...A fireworks summit In Latin American countries's most recent election cycles, Latin American countries have resoundingly dethroned incumbent parties on the right and centre-right of the political spectrum.",
