,text,label
735,"recent posts on several websites included references to ""satanic pedophilia,"" anti-Semitic tropes and criticism of women, transgender people and censorship by tech companies.",<triplet>recent posts<subj>references<obj>Yield
736,"the Associated Press could not confirm recent posts on several websites were created by the suspect arrested Friday's.Experts on extremism said the attack on Paul Pelosi could be an example of a growing trend Experts on extremism call ""stochastic terrorism,"" in which sometimes-unstable individuals are inspired to violence by hate speech and scenarios sometimes-unstable individuals see online and hear echoed by public figures.A police officer stands outside the couple's's San Francisco home on Friday's.","<triplet>Experts<subj>""stochastic terrorism<obj>Consult"
737,The man accused of attacking House Speaker Nancy Pelosi's husband is set to be formally charged on Monday.,<triplet>The man<subj>House Speaker Nancy Pelosi's husband<obj>Disapprove
738,"Scott, the San Francisco Police chief, called Scott, the San Francisco Police chief,'s decision ""life-saving.CNN reported that House Speaker Nancy Pelosi's husband had called emergency-911 and spoke in ""code,"" not saying directly that House Speaker Nancy Pelosi's husband was under attack but leading the 911 operator to conclude something was wrong.",<triplet>House Speaker Nancy Pelosi's husband<subj>emergency-911<obj>Consult
739,"As police arriving at the front door yelled at DePape and Pelosi to drop a hammer, The man accused of attacking House Speaker Nancy Pelosi's husband yanked a hammer away and was seen striking House Speaker Nancy Pelosi's husband at least once, Scott, the San Francisco Police chief, said.police arriving at the front door then tackled, disarmed and arrested The man accused of attacking House Speaker Nancy Pelosi's husband, Scott, the San Francisco Police chief, said.Warnings of pre-election violenceThe incident came a day after New York City police warned that extremists could target politicians, political events and polling sites ahead of elections.The U.S. Capitol Police, which reported 9,625 threats against lawmakers of both parties in 2021, up nearly threefold from 2017, urged congressional offices in a memo on Saturday to take extra security precautions given the heightened risks congressional offices face.A worker carries a sheet of plywood from the couple's's home in San Francisco on Friday's.","<triplet>extremists<subj>politicians<obj>Fight <triplet>which<subj>9,625 threats<obj>Make Public Statement <triplet>The U.S. Capitol Police<subj>congressional offices<obj>Appeal"
740,"If U.S. Secretary of State Antony Blinken was hoping to return to Washington with a Canadian commitment to take the lead in Haiti, U.S. Secretary of State Antony Blinken went home disappointed.Rather than offer to lead a military mission to battle the gangs that have seized about two-thirds of the Haitian capital, Canada has agreed to dispatch a fact-finding mission that will assess what Canada might do in the future.It's clear to all involved that U.S. President Joe Biden's administration — facing a difficult midterm election season with a cranky electorate that has soured on overseas wars — wants to pass the buck to a Canadian government that has no interest in embarking on such a perilous enterprise but doesn't like giving Washington a flat refusal.Which explains a fact-finding mission that will assess what Canada might do in the future.",<triplet>that<subj>about two-thirds<obj>Coerce <triplet>U.S. President Joe Biden's administration<subj>the buck<obj>Yield <triplet>Which<subj>a fact-finding mission<obj>Make Public Statement
741,"It's the solutions that nobody seems to have a handle on.But events on the ground, and the reluctance of Ottawa and Washington to get more directly involved, may finally be forcing U.S. President Joe Biden's and Prime Minister Justin Trudeau to adopt a position long favoured by the Haitian opposition — that Haiti's current government is part of the problem.a position long favoured by the Haitian opposition — that Haiti's current government is part of the problem's a position long resisted by Canada and Washington, Haiti's two primary donor nations, both of which have been accused of pulling the strings in Haiti for decades.Hunger stalks the Haitian landscapeSince the assassination of President Jovenel Moise on July 7 last year, Haiti has fallen to Haiti's lowest point in living memory.Hunger is beginning to kill.",<triplet>events<subj>U.S. President Joe Biden<obj>Coerce
742,"Acute malnutrition already threatened the lives of thousands of children, even before the gang blockades closed schools and markets.WATCH | Canada's foreign minister discusses Haiti, other challenges:Canada's foreign minister breaks down Ottawa's support options for Haiti days agoDuration 9:45Foreign Affairs Minister Mélanie Joly speaks with Rosemary Barton Live about whether Canada intends to lead a security mission in Haiti, the latest with Ottawa's backing for Ukraine, and how Canada is supporting the recent protests and anti-regime movement in Iran.As both U.S. Secretary of State Antony Blinken and Canada's Foreign Affairs Minister Mélanie Joly have acknowledged, Haiti faces three interlocking crises: three interlocking crises.",<triplet>Acute malnutrition<subj>the lives<obj>Threaten <triplet>Canada's foreign minister<subj>Haiti<obj>Consult <triplet>Canada<subj>the recent protests<obj>Engage In Diplomatic Cooperation <triplet>Haiti<subj>three interlocking crises<obj>Consult
743,"One example is the way cholera — which had finally been defeated in Haiti after a decade-long epidemic that took 10,000 lives — has surged back because the gang blockades are forcing people to drink contaminated water.",<triplet>the gang blockades<subj>people<obj>Coerce
744,"""We've just made a decision that this is the way we want to do things,"" Tom Adamson told CBC News.Haiti needs us': Canada, Washington pledge action as gangs strengthen gangs's grip on the island nation'Unprecedented rise' in cholera outbreaks prompts WHO to switch vaccine strategyHow oil drives the gang war that brought Haiti to Haiti's kneesThe lack of jobs in Haiti means that most Haitians have to try to make it in the informal sector, which in the Haitian capital often means working as ""marchands"" reselling goods and produce in the streets.",<triplet>Haiti<subj>us<obj>Demand
745,"[The PHTK Party] has been in power for 11 years and Haiti's gangs have only gained in strength.Haiti's ruling Parti Haïtien Tèt Kale (PHTK or ""Bald Head Party"") has used gangs to commit gruesome massacres in poor neighbourhoods that have opposed [The PHTK Party]'s rule.Haitian Ariel Henry has the idea outside military intervention in Ariel Henry's country's security crisis.",<triplet>that<subj>The PHTK Party]'s rule<obj>Disapprove
746,"(Ralph Tedy Erol/Reuters)""Government officials have sought to suppress anti-government organizing through bribery, and when that has failed, have enlisted gangs to carry out targeted attacks against anti-government strongholds active in the protests,"" reported the International Human Rights Clinic of Harvard Law School.","<triplet>Ralph Tedy Erol/Reuters)""Government officials<subj>anti-government organizing<obj>Coerce"
747,"said Former UN official Monique Clesca.Call for intervention 'treasonous'By requesting a foreign fighting force that neither Washington nor Ottawa seems willing to give, Ariel Henry has forced them to explore other options, and to confront the fact that Ariel Henry's unelected government is itself an obstacle to a long-term solution in Haiti.",<triplet>Ariel Henry<subj>them<obj>Coerce <triplet>Ariel Henry<subj>them<obj>Investigate
748,"And not one government has offered a single soldier to do battle with gangs.Foreign powers, Haitian opposition convergingDespite all of the anger and mistrust between the Haitian opposition on the one hand and the U.S. and Canadian governments on the other, Both sides's messages actually seem to be increasingly in sync these days.Both sides now agree that the political situation is unsustainable.",<triplet>not one government<subj>a single soldier<obj>Intend
749,the Haitian opposition recognizes that the Haitian opposition will need foreign help to reverse Haiti's slide into anarchy.,<triplet>the Haitian opposition<subj>foreign help<obj>Demand
750,"""We have said Haiti would need technical assistance, Haiti need financial assistance, Haiti would need equipment.""",<triplet>Haiti<subj>technical assistance<obj>Demand <triplet>Haiti<subj>financial assistance<obj>Demand <triplet>Haiti<subj>equipment<obj>Demand
751,"""It is extremely important that we get this right, that we support Haitian people in this difficult moment.",<triplet>we<subj>Haitian people<obj>Engage In Diplomatic Cooperation
752,"Before we establish any sort of mission, we need to see a clear plan of action, a level of support by Haitian people and the Haitian government and opposition parties and a consensus about how.",<triplet>we<subj>any sort<obj>Engage In Material Cooperation
753,"The New Democrats who now prop up Prime Minister Justin Trudeau's minority government would oppose an armed intervention.Haitian people are asking for Canada to not provide an armed intervention,"" NDP foreign affairs critic Heather McPherson told CBC News. """,<triplet>The New Democrats<subj>an armed intervention<obj>Disapprove
754,"That's why former Haitian prime minister Claude Joseph abandoned office as soon as the foreign embassies issued a two-paragraph statement supporting former Haitian prime minister Claude Joseph's rival Ariel Henry.Today, it's Ariel Henry who faces the growing impatience of Ariel Henry's former backers.",<triplet>the foreign embassies<subj>a two-paragraph statement<obj>Engage In Material Cooperation <triplet>who<subj>the growing impatience<obj>Consult
755,"Demonstrators protested the death of Mahsa Amini, a 22-year-old woman who had been detained by Iran's's morality police in Tehran, the capital for allegedly not adhering to Iran's's strict Islamic dress code.",<triplet>Demonstrators<subj>the death<obj>Disapprove
756,"Commonly known as VPNs, virtual private networks allow many Iranians to bypass the censorship set up by the Iranian regime, to try to get information to the outside world.WATCH | Iran's's protest movement will only grow, says Toomaj Salehi: Iran's's protest movement will only grow, says Toomaj Salehi days agoDuration 2:32Iranian dissident rapper Toomaj Salehi talks to CBC News about what’s happening in Toomaj Salehi's country.What began as protests over the death of Amini have snowballed into a grassroots movement calling for outright regime change, with protesters decrying corruption, unemployment and a sclerotic religious establishment who rule Iran's.Iranian authorities, including Supreme Leader Ayatollah Ali Khamenei, have blamed the U.S. and Israel for the unrest as a plot to destabilize Iran's, without providing evidence.",<triplet>protesters<subj>corruption<obj>Disapprove <triplet>who<subj>Iran's<obj>Engage In Material Cooperation
757,"WATCH | Women often 'first in line' at Iran's's protests, says Toomaj Salehi:Women often 'first in line' at Iran's's protests, says Toomaj Salehi days agoDuration 1:09Iranian dissident rapper Toomaj Salehi talks to CBC News about what’s happening in Toomaj Salehi's countryIn unprecedented images, young schoolgirls are joining protests in Iran, waving young schoolgirls's hijabs in the air and giving middle fingers to photos of Iran's's supreme leaders.",<triplet>agoDuration 1:09Iranian dissident rapper Toomaj Salehi talks<subj>young schoolgirls<obj>Consult
758,"In one viral video, young girls without young girls without their hijabs's hijabs confront a regime official at young girls without their hijabs's school and force a regime official to leave the premises as young girls without their hijabs shout: ""Shame on you!""",<triplet>young girls<subj>a regime official<obj>Consult
759,"&amp;mdash;@melaniejolyIt took several days for media outlets outside of Iran's to be able to confirm the killing of 16-year-old Asra Panahi at the hands of regime forces, after regime forces raided 16-year-old Asra Panahi's school in Ardabil.",<triplet>regime forces<subj>16-year-old Asra Panahi's school<obj>Fight
760,"16-year-old Asra Panahi and 16-year-old Asra Panahi's classmates had refused to participate in a pro-regime event.the Iranian regime adds hurdles for tech-savvy Gen ZWith a large share of Iran's's population under the age of 30, critics say Iran's's Supreme Leader Ali Khamenei, a geriatric cleric, is facing the biggest challenge to Supreme Leader Ayatollah Ali Khamenei's regime from a generation utilizing technology to have their voices heard.",<triplet>Iran's's Supreme Leader Ali Khamenei<subj>the biggest challenge<obj>Consult
761,"(Emrah Gurel/The Associated London-based internet researcher Mahsa Alimardani said for the first time, the Iranian regime has also blocked the Google Play Store — a significant hurdle for a population where many use Android smartphones.",<triplet>the Iranian regime<subj>the Google Play Store<obj>Coerce
762,"Efforts are being made to criminalize this issue,"" Zarepour said of VPN's popular with young activists.",<triplet>this issue<subj>Efforts<obj>Coerce
763,"this month Canada, the U.S. and EU hit Zarepour with sanctions for overseeing the internet restrictions.Iranian song brings people together to protest Amini's deathSocial media plays 'extremely important' role in Iranian protests despite censorshipToomaj predicts a full collapse of the Iranian regime in the future; other analysts aren't so sure, noting that large demonstrations have happened before.",<triplet>Canada<subj>Zarepour<obj>Fight
764,the western Indian state of Gujarat's Home Minister Harsh Sanghavi said more than 150 people were on a footbridge packed with sightseers enjoying holiday festivities.TV footage showed dozens of people clinging onto the cables and twisted remains of a footbridge packed with sightseers enjoying holiday festivities as emergency teams struggled to rescue dozens of people.,<triplet>emergency teams<subj>dozens<obj>Provide Aid
765,Officials said At least 81 people are mostly local people who were visiting a footbridge packed with sightseers enjoying holiday festivities for recreational purposes.a footbridge packed with sightseers enjoying holiday festivities was built during British rule in the 19th century.,<triplet>who<subj>a footbridge<obj>Consult
766,"(K K Productions/The Associated Press)Prateek Vasava, who swam to the river banks after falling from a footbridge packed with sightseers enjoying holiday festivities, told local news channel 24 Hours that Press)Prateek Vasava, who swam to the river bank after falling from the bridge witnessed several children fall into the Machhu River.Press)Prateek Vasava, who swam to the river bank after falling from the bridge wanted to pull some of several children along with Press)Prateek Vasava, who swam to the river bank after falling from the bridge but they had drowned or got swept away,"" Press)Prateek Vasava, who swam to the river bank after falling from the bridge said.a footbridge packed with sightseers enjoying holiday festivities collapsed in just a few seconds, Press)Prateek Vasava, who swam to the river bank after falling from the bridge said.Another witness told Reuters Another witness believed a footbridge packed with sightseers enjoying holiday festivities was overloaded with people, causing a footbridge packed with sightseers enjoying holiday festivities to fail.Prime Minister Narendra Modi, who is in Prime Minister Narendra Modi, who is in his home state Gujarat for a three-day visit's home state Gujarat for a three-day visit, said Prime Minister Narendra Modi, who is in his home state Gujarat for a three-day visit had directed the state chief minister to mobilize teams urgently for the rescue operation.WATCH | a footbridge packed with sightseers enjoying holiday festivities recently reopened before deadly collapse: Dozens dead after a footbridge packed with sightseers enjoying holiday festivities the disaster in western India6 days agoDuration 1:58At At least 81 people are dead in western India6 after a century-old footbridge packed with sightseers collapsed, sending sightseers into the river below.Fifty navy and 30 air force personnel were called in to help, along with a national disaster management team to trace missing people, the western Indian state of Gujarat said in a statement.",<triplet>Press)Prateek Vasava<subj>some<obj>Coerce <triplet>Prime Minister Narendra Modi<subj>the state chief minister<obj>Engage In Material Cooperation <triplet>Prime Minister Narendra Modi<subj>the state chief minister<obj>Exhibit Military Posture <triplet>Fifty navy<subj>30 air force personnel<obj>Consult
767,"""We ask our international partners and Muslims around the world to send our international partners and Muslims around the world's medical doctors here since we can't send at least 100 people outside Somalia's for treatment,"" Somalia's president said.The al-Qaeda-linked al-Shabaab extremist group, which often targets the capital and controls large parts of Somalia's, claimed responsibility, saying The group targeted the education ministry.",<triplet>which<subj>the capital<obj>Fight <triplet>The al-Qaeda-linked al-Shabaab extremist group<subj>responsibility<obj>Disapprove <triplet>The group<subj>the education ministry<obj>Fight
768,"The group said The group is committed to fighting until Somalia's is ruled by Islamic law, and The group asked civilians to stay away from government areas.Overwhelmed first respondersSomalia's president, elected this year, said Somalia's remained at war with The al-Qaeda-linked al-Shabaab extremist group, which often targets the capital and controls large parts of the country ""and Somalia's are winning.""",<triplet>which<subj>the capital<obj>Fight
769,"The attack in the capital occurred on a day when Somalia's president, prime minister and other senior officials were meeting to discuss expanded efforts to combat violent extremism and especially The al-Qaeda-linked al-Shabaab extremist group, which often targets the capital and controls large parts of the country.",<triplet>Somalia's president<subj>expanded efforts<obj>Consult <triplet>which<subj>the capital<obj>Fight
770,"The al-Qaeda-linked al-Shabaab extremist group, which often targets the capital and controls large parts of the country, have responded to a high-profile new offensive by the government that also aims to shut down its financial network by killing prominent clan leaders in an apparent effort to dissuade grassroots support.a high-profile new offensive by the government that also aims to shut down its financial network has overwhelmed first responders in Somalia, which has one of the world's weakest health systems after decades of conflict.",<triplet>which<subj>the capital<obj>Fight
771,"witness Abdirazak Hassan said a high-profile new offensive by the government that also aims to shut down its financial network hit the perimeter wall of the education ministry, where street vendors and money changers were located.An Associated Press journalist at the scene said the second blast occurred in front of a busy restaurant during lunchtime.",<triplet>a high-profile new offensive<subj>its financial network<obj>Fight
772,"The Aamin ambulance service said the second blast destroyed one of The Aamin ambulance service's responding vehicles.It was not immediately clear how vehicles loaded with explosives again made it to the high-profile location in the capital.The United States has described The al-Qaeda-linked al-Shabaab extremist group, which often targets the capital and controls large parts of the country as one of al-Qaeda's deadliest organizations and targeted The al-Qaeda-linked al-Shabaab extremist group, which often targets the capital and controls large parts of the country with scores of airstrikes in recent years.",<triplet>The United States<subj>The al-Qaeda-linked al-Shabaab extremist group<obj>Make Public Statement <triplet>which<subj>the capital<obj>Fight <triplet>which<subj>the capital<obj>Fight
773,"The head of Iran's powerful Revolutionary Guards warned protesters that Saturday would be protesters's last day of taking to the streets, in a sign that security forces may intensify security forces's crackdown on unrest sweeping Iran's.Iran's has been gripped by protests since the Sept. 16 death of 22-year-old Kurdish woman Mahsa Amini while in the custody of the morality police, posing one of the boldest challenges to the clerical leadership since the 1979 revolution.",<triplet>The head<subj>protesters<obj>Threaten
774,"""Don't sell Protestors's honour to the United States and don't slap the security forces who are defending Protestors in the face,"" deathSalami, who was speaking at a funeral of victims killed in an attack this week claimed by the group Islamic State in Iraq and Syria (ISIS) said.Reports of fresh bloodshedIranians have defied such warnings throughout Protests in Iran.",<triplet>who<subj>Protestors<obj>Assault
775,"There were more reports of fresh bloodshed and renewed protests on Saturday.Human rights group Hengaw reported security forces shooting students at a girls' school in the city of Saqez, 22-year-old Kurdish woman Mahsa Amini's hometown in northern Iran's.",<triplet>Human rights group<subj>security forces<obj>Make Public Statement
776,"With virtually no resistance from Italy's king or government, the charismatic journalist-turned-politician Benito Mussolini and the charismatic journalist-turned-politician Benito Mussolini's ""squadristi,"" or Black Shirts, seized control of Italy's.The March on the capital of Rome, on Oct. 28, 1922, remains a defining moment in Italy's's history, ushering in two decades of violent totalitarian rule, an alliance with Nazi Germany, a disastrous attempt to colonize Ethiopia that left hundreds of thousands dead, and the persecution and murder of Italy's's Jewish population and political opponents.In the midst of The March on Rome, the charismatic journalist-turned-politician Benito Mussolini was appointed prime minister by King Victor Emmanuel III on Oct. 29, 1922.",<triplet>the charismatic journalist-turned-politician Benito Mussolini<subj>control<obj>Coerce
777,"Yet for the past eight years, the small alpine city of Bolzano has provided a quietly effective model of how to ""neutralize"" a central fascist monument, the Monument to Victory, and end the small alpine city of Bolzano's attraction to the nationalist far right.a central fascist monument, the Monument to Victory reads, 'Here at the border of the fatherland set down the banner.",<triplet>the small alpine city<subj>a quietly effective model<obj>Engage In Material Cooperation
778,"Black Shirts easily ousted the small alpine city of Bolzano's mayor and went on to clamp down on civil rights — in particular, those of the predominantly German-speaking population that, prior to the First World War, was part of the Austro-Hungarian Empire.Erected on the site of an Austrian war memorial, a central fascist monument, the Monument to Victory's soaring columns, Latin inscriptions and sculptures of Italian patriots were designed to glorify the triumph of Italy's over the South Tyrol region surrounding the small alpine city of Bolzano.the charismatic journalist-turned-politician Benito Mussolini's hometown aims to deter far-right supporters with Museum of FascismFascism fell in 1945, but a central fascist monument, the Monument to Victory remained — a political lightning rod and destination for both neo-fascists who celebrated a central fascist monument, the Monument to Victory and far-right German-speaking nationalists who demanded a central fascist monument, the Monument to Victory be bulldozed.Then, a decade ago, the small alpine city of Bolzano, took a risk and launched a project to develop a permanent exhibit that would contextualize and critique a central fascist monument, the Monument to Victory.The entrance to the Italian area of the small alpine city of Bolzano was built in the 1920s and '30s to 'Italianize' the small alpine city of Bolzano, with the simplicity and symmetry of fascist-era architecture meant to recall the capital of Rome.",<triplet>Black Shirts<subj>the small alpine city<obj>Coerce <triplet>who<subj>a central fascist monument<obj>Engage In Diplomatic Cooperation <triplet>who<subj>a central fascist monument<obj>Demand
779,"""WATCH | a central fascist monument, the Monument to Victory's 'ring of fire' a reminder of Italy's's past and present: a central fascist monument, the Monument to Victory's 'ring of fire' a reminder of Italy's's past and present9 days agoDuration 0:34An LED ring around the column of a central fascist monument, the Monument to Victory reminds viewers that Bolzano, Italy's, was under both fascist and Nazi rule, and marks the difference between the totalitarian past of a central fascist monument, the Monument to Victory's construction and the small alpine city of Bolzano.The quote by Arendt — ""Nobody has the right to obey"" — also appears over a bas-relief of heroic tales of fascism with Mussolini on horseback that adorns the nearby finance building — which served as the seat of the fascist party in the 1930s and '40s.",<triplet>a reminder<subj>a central fascist monument<obj>Make Public Statement
780,"(The fascist program in the small alpine city of Bolzano also involved the creation of an ""Italian city,"" with the launching of a steel manufacturing industry and immigration of thousands of Italians from neighbouring regions.)",<triplet>The fascist program<subj>the creation<obj>Make Public Statement
781,"""It's beautiful to see the trilingual script on the nearby finance building — which served as the seat of the fascist party in the 1930s and '40s, especially at night,"" said Miriam Orso, an Italian-speaking lawyer eating her lunch on the steps across from the nearby finance building — which served as the seat of the fascist party in the 1930s and '40s.",<triplet>which<subj>40s<obj>Engage In Material Cooperation <triplet>which<subj>40s<obj>Engage In Material Cooperation
782,"""It's important to maintain these fascist and Nazi structures so we remember, but also a response to these fascist and Nazi structures, too.the nearby finance building — which served as the seat of the fascist party in the 1930s and '40s bears the slogan 'Credere, Obbedire, Combattere' ('Believe, Obey, Combat').",<triplet>which<subj>40s<obj>Engage In Material Cooperation
783,"The words 'Nobody has the right to obey,' by Arendt, now appear over the nearby finance building — which served as the seat of the fascist party in the 1930s and '40s.",<triplet>which<subj>40s<obj>Engage In Material Cooperation
784,"In a central fascist monument, the Monument to Victory is the tradition of fascism, but also of historicism, of the modernity,"" CBC)Hans Heiss, a former historical archivist at the province of Bolzano and ex-provincial MP said, adding German cities such as Munich regret having torn down so many reminders of Nazism. """,<triplet>German cities<subj>so many reminders<obj>Assault
785,"The involvement of different levels of government and cultural experts, an inclusive dialogue and enough time for consensus were also essential.New far-right government brings worriesBoth CBC)Hans Heiss, a former historical archivist at the province of Bolzano and ex-provincial MP and Aaron Ceolan, the city's archivist and director of the Monument to Victory museum say the museum and monument intervention have been a victory for democracy and the small alpine city of Bolzano, but one that is still fragile.In the one-time Mussolini admirer and new prime minister, the hard-right Giorgia Meloni's first address to parliament this week as prime minister, the one-time Mussolini admirer and new prime minister, the hard-right Giorgia Meloni denounced the fascist-era antisemitic laws as ""the lowest point in Italian history, a shame that will mark our people forever,"" and insisted the one-time Mussolini admirer and new prime minister, the hard-right Giorgia Meloni never sympathized with violent totalitarian rule.AnalysisItaly is poised to take a sharp turn right as voters elect next governmentYet the one-time Mussolini admirer and new prime minister, the hard-right Giorgia Meloni's far-right Brothers of Italy, the first party with fascist roots to govern the country postthe First World War, retains the emblem of a flame used by the fascists.",<triplet>the country<subj>postthe First World War<obj>Engage In Material Cooperation
786,"It's likely that China's wanted to keep economic growth and economic growth's consequences out of the headlines during the recent 20th National Congress of the Chinese Communist Party, said John Gruetzner, co-founder of Asia-focused business advisory firm Intercedent and a fellow with the Canadian Global Affairs Institute.Xi promotes allies who support Xi's vision of tighter control over Chinese societyThe weeklong party congress, held twice a decade to appoint new leaders, assess the constitution and affirm China's's ideological orientation, is perhaps the most significant event on the Chinese Communist Party's calendar.",<triplet>Xi<subj>allies<obj>Engage In Diplomatic Cooperation <triplet>who<subj>Xi's vision<obj>Engage In Diplomatic Cooperation
787,"TD Bank's economists had estimated growth of 2.8 per cent.New vehicles ready for export are parked at a dockyard in Yantai, in eastern China's Shandong province, on Oct. 13.",<triplet>TD Bank's economists<subj>growth<obj>Make Public Statement
788,"""It's clear that over a period of time, one-party states ultimately tend to hit a wall,"" John Gruetzner, co-founder of Asia-focused business advisory firm Intercedent and a fellow with the Canadian Global Affairs Institute said.",<triplet>one-party states<subj>a wall<obj>Fight
789,"Canada counts China's as Canada's third-most valuable trading partner, behind the United States and the European Union.",<triplet>Canada<subj>China<obj>Make Public Statement
790,"""There's a whole portion of the Canadian economy that requires China's to have the demand.",<triplet>that<subj>China<obj>Appeal
791,"obstaclesChina's zero-COVID policy and housing crisis will likely impact China's's export-oriented economy and ""could be quite disturbing for Canadian business and the global economy in general,"" Burton said.Although China's's zero-COVID policy has kept total infections in China's to just over one million, Beijing's zero-COVID policy's hampered the efficiency of China's's ports, decommissioned half of China's's highways and instituted a total shutdowns of cities that together account for 40 per cent of China's's GDP, according to a report from Alicia Garcia Herrero, the chief economist  for Asia-Pacific at French investment bank Natixis.China's strengthened China's's commitment to Beijing's zero-COVID policy this week, sealing buildings, locking down districts and placing millions at home as China's on Friday reported 1,000-plus cases for three consecutive days.People wearing face masks stand in line at a COVID-19 testing site in China's on Oct. 12.","<triplet>obstaclesChina's zero-COVID policy and housing crisis<subj>China's's export-oriented economy<obj>Engage In Diplomatic Cooperation <triplet>Beijing's zero-COVID policy<subj>the efficiency<obj>Reject <triplet>China<subj>1,000-plus cases<obj>Make Public Statement"
792,"Local governments in China's traditionally fund operations through land auctions and have felt the consequences in Local governments in China's coffers.Were Chinese economic growth to stay below eight per cent, there would be consequences for China's's ability to meet China's's more than $9 trillion US debt obligations, as well as youth unemployment, John Gruetzner, co-founder of Asia-focused business advisory firm Intercedent and a fellow with the Canadian Global Affairs Institute said.China's begins deploying COVID-19 booster vaccine administered orallyFear grips markets as China's's Evergrande struggles with massive debtIn 2020, China's's Ministry of Education reported that nearly a quarter of college graduates could not find work, following years of plentiful jobs due to strong economic growth over the past two decades.Reports from China's's 20th Communist Party Congress suggest that the government will nonetheless prioritize national security and military growth in the face of U.S. competition ahead of focusing attention on China's economy for China's economy's own sake and that of China's's trading partners, Burton said.WATCH | China's's leader calls for military growth at the recent 20th National Congress of the Chinese Communist Party: Xi kicks off the recent 20th National Congress of the Chinese Communist Party, calls for China's's military growth21 days agoDuration 3:25China’s Communist Party kicked off 3:25China’s Communist Party's 20th Congress in China's, with Xi calling for faster military growth.",<triplet>China<subj>COVID-19 booster vaccine<obj>Reduce Relations
793,"(Blair Gable/Pool/The Associated Press)""In the coming decades, developments in the Indo-Pacific region will have profound impacts on the lives of Canadians from coast to coast to coast,"" Mélanie Joly, Canada's minister of foreign affairs, right, said in a news release, adding that Canada is committed to strengthening Canada's presence in the Indo-Pacific region.On Thursday, during a visit to Ottawa by U.S. Secretary of State Antony Blinken, Mélanie Joly, Canada's minister of foreign affairs, right, announced that Canada plans to seek membership to the Indo-Pacific Economic Framework for Prosperity to boost economic co-operation.",<triplet>economic co<subj>-<obj>Engage In Material Cooperation
794,"""A lot of businesses would like to see what the government's intentions are before A lot of businesses consider A lot of businesses's choices with regard to investment in China's.""",<triplet>A lot<subj>A lot<obj>Consult
795,"(Andy Wong/The Associated Press)</Text></Article><Article url=""https://www.cbc.ca/news/world/south-korea-crowd-surge-1.6634610?cmp=rss"" paper=""cbc""><Text>Concerned relatives raced to hospitals in search of Concerned relatives's loved ones Sunday as South Korea mourned the deaths of more than 150 people, mostly in their 20s and 30s, who got trapped and crushed after a huge Halloween party crowd the crowd surge Saturday night in the Itaewon district into a narrow alley in a nightlife district in Seoul.Witnesses said the crowd surge Saturday night in a nightlife district in Seoul caused ""a hell-like"" chaos as people fell on each other ""like dominoes.""",<triplet>South Korea<subj>the deaths<obj>Disapprove
796,"the situation was like a hell,"" said Kim Mi Sung, an official at a nonprofit organization that promotes tourism in a nightlife district in Seoul.Kim Mi Sung, an official at a nonprofit organization that promotes tourism in Itaewon said Kim Mi Sung, an official at a nonprofit organization that promotes tourism in Itaewon performed CPR on 10 people who were unconscious; nine of 10 people who were unconscious were declared dead on the spot.",<triplet>that<subj>tourism<obj>Engage In Diplomatic Cooperation <triplet>that<subj>tourism<obj>Engage In Diplomatic Cooperation <triplet>that<subj>tourism<obj>Engage In Diplomatic Cooperation
797,"Kim Mi Sung, an official at a nonprofit organization that promotes tourism in Itaewon said 10 people who were unconscious were mostly women wearing witch outfits and other Halloween costumes.Rescue workers treat injured people on the street in the Itaewon district of Seoul early Sunday.",<triplet>that<subj>tourism<obj>Engage In Diplomatic Cooperation
798,South Korea eased COVID-19 restrictions in recent months and this was the first big chance to get out and party for many young people.A street in a nightlife district in Seoul is pictured full of people before the crowd surge Saturday night in the Itaewon district.,<triplet>South Korea<subj>COVID-19 restrictions<obj>Engage In Material Cooperation
799,(Kim Hong-ji/Reuters)Around 100 businesses in the Hamilton Hotel area have agreed to shut down Reuters)Around 100 businesses in the Hamilton Hotel area's shops through Monday to reduce the number of partygoers who would come to the streets through Halloween.South Korean President Yoon Suk Yeol declared a national mourning period on Sunday and ordered flags at government buildings and public offices to fly at half-staff.,<triplet>South Korean President Yoon Suk Yeol<subj>a national mourning period<obj>Make Public Statement
800,"During a televised speech, South Korean President Yoon Suk Yeol said supporting the families of the victims, including the victims's funeral preparations, and the treatment of the injured would be a top priority for South Korean President Yoon Suk Yeol's government.South Korean President Yoon Suk Yeol also called for officials to thoroughly investigate the cause of the crowd surge Saturday night in the Itaewon district and review the safety of other large cultural and entertainment events.",<triplet>South Korean President Yoon Suk Yeol<subj>the families<obj>Engage In Diplomatic Cooperation <triplet>officials<subj>the cause<obj>Investigate
801,"""After a televised speech, South Korean President Yoon Suk Yeol visited the a nightlife district in Seoul alley where the crowd surge Saturday night in the Itaewon district occurred.It was not immediately clear what led a huge Halloween party crowd to surge into the narrow downhill alley near the Hamilton Hotel area.",<triplet>South Korean President Yoon Suk Yeol<subj>the a nightlife district<obj>Consult
802,"One survivor said they were trapped for about an hour and a half before being rescued, as some people shouted ""Help some people!""",<triplet>some people<subj>some people<obj>Engage In Material Cooperation
