,text,label,entail_prob
95,Petro did not say when the indigenous Embera people would return to the indigenous Embera people's lands in the departments of Choco and Risaralda.,<triplet> the indigenous Embera people <subj> the indigenous Embera people's lands <obj> Consult,0.8800941109657288
96,"Some The EU members have criticised a $430bn (£349bn) US plan to incentivise climate-friendly technologies, raising fears of a trade war.",<triplet> Some The EU members <subj> a $430bn (£349bn) US plan <obj> Disapprove,0.9973082542419434
97,""" After the attacks at Maelbeek station and Zaventem airport, Charlotte Dixon-Sutcliffe, whose partner David was the only Briton murdered in the Brussels attacks and Charlotte Dixon-Sutcliffe, whose partner David was the only Briton murdered in the Brussels attacks's son Henry left Belgium to try to rebuild she and her son Henry's lives but Charlotte Dixon-Sutcliffe, whose partner David was the only Briton murdered in the Brussels attacks has decided to return to Brussels for the start of trial.",<triplet> Charlotte Dixon-Sutcliffe <subj> Brussels <obj> Consult,0.6146624088287354
98,"""Charlotte Dixon-Sutcliffe, whose partner David was the only Briton murdered in the Brussels attacks hope that joy stays with David.",<triplet> Charlotte Dixon-Sutcliffe <subj> David <obj> Make Public Statement,0.6373559832572937
99,"Surbhi Gupta, who lost her job at Meta travelled to 30 countries before turning 30 years old, but now Surbhi Gupta, who lost her job at Meta'm unable to travel much, even though it's Surbhi Gupta, who lost her job at Meta's dream to travel the world, because Surbhi Gupta, who lost her job at Meta'm nervous about facing problems while trying to get Surbhi Gupta, who lost her job at Meta's H1-B visa re-stamped.",<triplet> Surbhi Gupta <subj> now Surbhi Gupta <obj> Consult,0.852746307849884
100,"""Blinken will gauge Prime Minister Benjamin Netanyahu's incoming government by the policies Prime Minister Benjamin Netanyahu's incoming government pursues rather than individual personalities,"" Blinken said.",<triplet> Blinken <subj> Prime Minister Benjamin Netanyahu's incoming government <obj> Make Public Statement,0.8180187344551086
101,"5:12pm: ICC chief prosecutor criticises EU proposal for tribunal for war crimes in Ukraine chief prosecutor of the International Criminal Court (ICC) on Monday denounced an EU proposal to create an UN-backed special tribunal to prosecute crimes in Ukraine, saying ICC chief prosecutor's court was capable of effectively dealing with war crimes committed there.",<triplet> ICC chief prosecutor <subj> EU proposal <obj> Disapprove,0.9768349528312683
102,"8:24am: Kremlin ally joins tech giant Yandex as senior adviserAlexei Kudrin, a long-time ally of Russian President Vladimir Putin's, is set to join Yandex, Russia's most prominent independent tech company that has in recent years succumbed to the Kremlin's tightening grip.",<triplet> Kremlin ally <subj> tech giant Yandex <obj> Consult <triplet> Yandex <subj> Russia's most prominent independent tech company <obj> Consult,
103,"1:28am: Ukraine, Baltics rebuke Macron for RussiaFrench President Emmanuel Macron's suggestion the West should consider Russia's need for security guarantees if Moscow agrees to talks to end the war in Ukraine 'security guarantees' for Macron's suggestion the West's should consider Russia's need for security guarantees if Russia agrees to talks to end the war in Ukraine unleashed a storm of criticism in Kyiv region and Kyiv region's Baltic allies over the weekend.",<triplet> Ukraine <subj> Macron <obj> Disapprove,0.9460113644599915
104,"""South Korea's call on North Korea to end such actions,"" South Korea's's Joint Chiefs of Staff said, adding that SEOUL, together with the United States, was keeping an eye on North Korea's activities, stepping up North Korea's preparedness.",<triplet> North Korea's preparedness <subj> North Korea's activities <obj> Engage In Material Cooperation,0.6733676791191101
105,"The Sun notes that UK mercenary Shaun Pinner, who previously fought on the Ukrainian side departed to Ukraine in less than 10 weeks after UK mercenary Shaun Pinner, who previously fought on the Ukrainian side's return to England.",<triplet> The Sun <subj> Ukraine <obj> Make Public Statement,0.7938128709793091
106,"(Photo by EVARISTO SA / AFP) - AFPThe team from PT ( Workers' Party) did not notify Itamaraty about the trip, and president-elect Luiz Inácio Lula da Silva (PT) could visit the United States without an official reception organized by the Brazilian embassy in the United States, led by Nestor Forster, who is very close to the current president, Jair Bolsonaro (PL).",<triplet> president-elect Luiz Inácio Lula da Silva <subj> the United States <obj> Consult,0.7265987992286682
107,Lucas Paqueta then got Lucas Paqueta's fourth nine minutes before the break with a first-time finish as Lucas Paqueta connected with a Vinicius who coolly picked his spot ball held up from the byline.,<triplet> Lucas Paqueta <subj> a Vinicius <obj> Engage In Material Cooperation,0.7011134624481201
108,"""The United States and the European Union recognize that the concentration of resources in key supply chains can expose The United States and the European Union's economies to challenging disruptions.",<triplet> The United States <subj> the European Union's economies <obj> Engage In Diplomatic Cooperation,0.737754225730896
109,"U. S. District Judge James V. Selna noted Incarcerated lawyer Michael Avenatti had done much good in Incarcerated lawyer Michael Avenatti's life, but said that wasn't all.",<triplet> U. S. District Judge James V. Selna <subj> Incarcerated lawyer Michael Avenatti's life <obj> Make Public Statement,0.8833423852920532
110,"Ted Danson send Ted Danson's love to Actress Kirstie Alley, best known for featuring in the comedy Cheers in the 1980s and 90s's children.",<triplet> Ted Danson <subj> Ted Danson's love <obj> Provide Aid,0.7051351070404053
111,"""President Alberto Fernandez have decided to instruct the Justice minister to appear before the Public Prosecutor's Office and request that the facts related to a trip and a trip's financing be criminally investigated,"" declared the Peronist leaderAccording to President Alberto Fernandez, ""it hurts democracy to see the anti-republican promiscuity with which some businessmen, some judges, some prosecutors and some officials move.",<triplet> President Alberto Fernandez <subj> the Public Prosecutor's Office <obj> Disapprove,0.5635403394699097
112,"HONG KONG: China may announce 10 new Covid-curb easing measures as early as Wednesday, two sources with knowledge of the matter said, supplementing 20 unveiled in November that set off a wave of Covid easing steps nationwide.",<triplet> China <subj> 10 new Covid-curb easing measures <obj> Express Intend to Cooperate,0.9676809906959534
113,Ukraine's Zelensky greeted Ukrainian army on Ukrainian army's holiday.,<triplet> Ukraine's Zelensky <subj> Ukrainian army <obj> Engage In Diplomatic Cooperation <subj> Ukrainian army's holiday <obj> Engage In Diplomatic Cooperation,
114,"com/5vIUy6CVBu— olexander scherba🇺🇦 (@olex_scherba) December 6, 2022 ""From the bottom of Ukraine's Zelensky's heart, Ukraine's Zelensky congratulate Ukrainian army on its holiday,"" Ukraine's Zelensky said in a video on social media.",<triplet> Ukraine's Zelensky <subj> Ukrainian army <obj> Engage In Diplomatic Cooperation,0.7008424997329712
115,United States Congressman Paul Gosar castigated WASHINGTON 'immoral' support for Kiev on Monday.,<triplet> United States Congressman Paul Gosar <subj> WASHINGTON 'immoral' support <obj> Disapprove,0.9909568428993225
116,"Commenting on the Pentagon’s report on Chinese military development, Spokesperson for the Chinese Defense Ministry Senior Colonel Tan Kefei said, ""In the Pentagon’s report on Chinese military development, the United States actively speculates about the modernization by China of China's nuclear forces and makes absurd assumptions, while, in effect, it is most essential that the United States should review the United States's own policy on nuclear weapons. """,<triplet> the United States <subj> the Pentagon’s report <obj> Consult,0.869060218334198
117,the United States has not made an official announcement that Chinese President Xi Jinping will visit Saudi Arabia.,<triplet> Chinese President Xi Jinping <subj> Saudi Arabia <obj> Consult,0.6302014589309692
118,"Last month, the US Department of Justice reportedly notified Israel that the FBI had opened an investigation into the killing of Shireen Abu Aqla, following calls from Shireen Abu Aqla's family and members of Congress.",<triplet> the US Department <subj> Israel <obj> Consult,0.9572247266769409
119,"former President Donald Trump, meanwhile, has repeatedly criticised The US congressional committee investigating last year's Capitol riot and The US congressional committee investigating last year's Capitol riot's members, characterising the inquiry as a ruse designed to distract US voters from the ""disaster"" of Democratic governance.",<triplet> former President Donald Trump <subj> The US congressional committee <obj> Disapprove,0.9350062012672424
120,"Serbian President Aleksandar Vucic said that, in Serbian President Aleksandar Vucic's explanation of rejection of the anti-Russian sanctions for the participants, Serbian President Aleksandar Vucic underscored that this is ""first and foremost, a matter of attitude to the Serbians. """,<triplet> Serbian President Aleksandar Vucic <subj> Serbian President Aleksandar Vucic's explanation <obj> Make Public Statement,0.7714967131614685
121,Trump Organization lawyers contended Trump Organization's former chief financial officer Allen Weisselberg had gone rogue and betrayed Donald Trump's company's trust.,<triplet> Trump Organization lawyers <subj> Donald Trump's company's trust <obj> Disapprove <subj> Allen Weisselberg <obj> Disapprove,
122,"While Congress can send criminal referrals to the Justice Department, it is ultimately up to federal prosecutors whether to pursue charges.",<triplet> Congress <subj> the Justice Department <obj> Provide Aid,0.7610160708427429
123,"Russian President Vladimir Putin underscored that Moscow does not plan to occupy Ukrainian territories, instead planning to demilitarize and denazify Ukraine.",<triplet> Russian President Vladimir Putin <subj> Ukrainian territories <obj> Make Public Statement,0.9311307072639465
124,"Russian President Vladimir Putin underscored that Russia does not plan to occupy Ukrainian territories, instead planning to demilitarize and denazify Ukraine.",<triplet> Russian President Vladimir Putin <subj> Ukrainian territories <obj> Make Public Statement,0.92661452293396
125,"In Argentina’s powerful Vice-President Cristina Fernández de Kirchner's speech, Argentina’s powerful Vice-President Cristina Fernández de Kirchner hinted at a possible appeal but did not confirm a possible appeal.",<triplet> Argentina’s powerful Vice-President <subj> Argentina’s powerful Vice-President Cristina Fernández de Kirchner's speech <obj> Appeal,0.8859317898750305
126,The Air Force numbers include the Space Force.,<triplet> The Air Force numbers <subj> the Space Force <obj> Yield,0.908139169216156
127,"A close friend of the Trump family, Longtime CFO Allen Weisselberg admitted Longtime CFO Allen Weisselberg schemed with Donald Trump's family business to receive undeclared benefits such as a rent-free apartment in a posh Manhattan neighborhood, luxury cars for Longtime CFO Allen Weisselberg and Longtime CFO Allen Weisselberg's wife and private school tuition for Longtime CFO Allen Weisselberg's grandchildren.",<triplet> Longtime CFO Allen Weisselberg <subj> Donald Trump's family business <obj> Engage In Diplomatic Cooperation,0.8569820523262024
128,Defense Minister Mariusz Blaszczak later asked Germany to send German Patriot missiles to Ukraine instead.,<triplet> German Patriot missiles <subj> Ukraine <obj> Provide Aid,0.8773535490036011
129,"In this photo posted by Russian children's rights commissioner Maria Lvova-Belova, Ukrainian children receive Russian citizenship on July 5.",<triplet> Ukrainian children <subj> Russian citizenship <obj> Consult,0.5543006658554077
130,"Obama ridiculed Herschel Walker's as unqualified:Obama: Herschel Walker's has been talking about issues that are of great importance to the people of Georgia on Tuesday night, where an erratic football legend lost to a left-leaning preacher like if it’s better to be a vampire or a werewolf.",<triplet> Obama <subj> Herschel Walker <obj> Disapprove,0.6495243310928345
131,But Herschel Walker's's personal scandals and eccentricities hurt Herschel Walker's's campaign.,<triplet> Herschel Walker's's personal scandals <subj> Herschel Walker's's campaign <obj> Fight,0.7676781415939331
132,"During a Welt TV broadcats, German Public Prosecutor General Peter Frank noted that the plotters had set up a government-like council ""which was supposed to work out a new statehood and a new state structure. """,<triplet> German Public Prosecutor General Peter Frank <subj> a Welt TV broadcats <obj> Make Public Statement,0.9386197328567505
133,"On February 22, Russian President Vladimir Putin stated that following the recognition of the DPR and LPR, The Minsk accords did not exist anymore yet this was not Russia’s fault.",<triplet> Russian President Vladimir Putin <subj> Russia’s fault <obj> Make Public Statement,0.609399676322937
134,"In a televised message to Peru's, Peru's President Pedro Castillo The announcement Peru's President Pedro Castillo was ""temporarily dissolving Congress. . . and installing an emergency government that will rule by decree. """,<triplet> Peru's President Pedro Castillo <subj> Congress <obj> Consult,0.7616543769836426
135,"Portugal added Portugal's name to the list of favourites with a 6-1 hammering of Switzerland on Tuesday, with young gun Gonçalo Ramos smashing in a hat-trick after replacing Cristiano Ronaldo.",<triplet> Portugal <subj> Portugal's name <obj> Engage In Material Cooperation,0.6417322158813477
136,"The Saudi king – or The Saudi king's powerful Crown Prince, Mohammed bin Salman – may bestow Chinese President Xi Jinping with some honors and medals.",<triplet> The Saudi king <subj> Chinese President Xi Jinping <obj> Engage In Material Cooperation,0.9895600080490112
137,"The sentence was read in the same court in San Jose, California, the heart of Silicon Valley, where disgraced Theranos founder Elizabeth Holmes learned disgraced Theranos founder Elizabeth Holmes's fate less than three weeks earlier.",<triplet> disgraced Theranos founder Elizabeth Holmes <subj> disgraced Theranos founder Elizabeth Holmes's fate <obj> Consult,0.7719517946243286
138,"Harry and Meghan Netflix's release: follow liveCriticism over clips used in Harry and Meghan trailerHarry and Meghan win award in New York Trailers suggest Netflix's Harry &amp; Meghan series will reveal the love story of how the ""clandestine"" relationship between Prince Harry and Meghan developed.",<triplet> Netflix's Harry &amp <subj> Meghan <obj> Appeal,0.6266963481903076
139,"When a key bridge to the Crimean peninsula, damaged by an explosion in October in mysterious circumstances was originally opened in 2018, a key bridge to the Crimean peninsula, damaged by an explosion in October in mysterious circumstances was hailed by Russian media as ""the construction of the century"", four years after Moscow illegally annexed Crimea.",<triplet> Moscow <subj> Crimea <obj> Coerce,0.9265486001968384
140,"Vice President Dina Boluarte lambasted Castillo's's move to dissolve Congress as an ""attempted coup. """,<triplet> Vice President Dina Boluarte <subj> Castillo's's move <obj> Disapprove,0.9913955330848694
141,"A U. S. judge on Wednesday sentenced former Theranos president Ramesh ""Sunny"" Balwani to 12 years and 11 months in prison on charges of defrauding investors and patients of the blood-testing start-up led by Elizabeth Holmes, a spokesperson for the U. S. Attorney's Office confirmed.","<triplet> A U. S. judge <subj> former Theranos president Ramesh ""Sunny"" Balwani <obj> Coerce",0.9188635945320129
142,"A U. S. judge sentenced Elizabeth Holmes to 11 years and three months in prison at a hearing last month, calling Theranos a venture ""dashed by untruths, misrepresentations, plain hubris and lies. """,<triplet> A U. S. judge <subj> Elizabeth Holmes <obj> Coerce,0.9374751448631287
143,President Martin Vizcarra (2018-20) dissolved Congress in 2019 and ordered new elections.,<triplet> President Martin Vizcarra <subj> Congress <obj> Consult,0.5927032232284546
144,"Ángel Di María started all three group games, but in the third Ángel Di María left the field with a quadriceps problem and did not play in the last 16 match against Australia, ceding Ángel Di María's place in the starting 11 to Alejandro 'Papu' Gomez, who also failed to score for La Scaloneta.",<triplet> Ángel Di María's place <subj> Alejandro 'Papu' Gomez <obj> Yield,0.9884064197540283
145,"Read more. . . CONMEBOL rewards Argentina's with US$10 million, looks ahead to 2030 World Cup Netherlands' Louis Van Gaal decided, however, to return for a third spell in charge of Netherlands' and to take part in the World Cup in Qatar 2022, a tournament that was to mark Netherlands' Louis Van Gaal's definitive retirement.",<triplet> CONMEBOL <subj> Argentina <obj> Engage In Diplomatic Cooperation,0.9598971009254456
146,"Ekaterina Dolgova, 39, who sells medical supplies said Ekaterina Dolgova, 39, who sells medical supplies decided to travel to Venezuela after ruling out Egypt, which Ekaterina Dolgova, 39, who sells medical supplies had already visited twice, and where Ekaterina Dolgova, 39, who sells medical supplies says the treatment of Russians has changed since the start of its war with Ukraine.",<triplet> Ekaterina Dolgova <subj> Venezuela <obj> Consult,0.7493558526039124
147,"AdvertisingRead moreUS District Judge Edward Davila in San Jose, California, sentenced Holmes, 38, to 11-1/4 years in prison at a hearing last month, calling the company a venture ""dashed by untruths, misrepresentations, plain hubris and lies. """,<triplet> District Judge Edward Davila <subj> Holmes <obj> Coerce,0.7906758785247803
148,"“Zhiwei Zhang, chief economist at Pinpoint Asset Management expect China will fully reopen China's border no later than mid 2023. ”",<triplet> China <subj> China's border <obj> Engage In Diplomatic Cooperation,0.7945042848587036
149,""" Despite German Chancellor Olaf Scholz's assessment that the risk of nuclear war has been lowered thanks to Western pressure, the US criticised Russia's Vladimir Putin's comments, which the US said amounted to ""loose talk"" and ""nuclear sabre-rattling"". """,<triplet> the US <subj> Russia's Vladimir Putin's comments <obj> Disapprove <subj> German Chancellor Olaf Scholz's assessment <obj> Disapprove,
150,7:02pm: Blinken expects Sweden and Finland to join NATO ‘Blinken on Thursday said Blinken is convinced the United States will be able to call Sweden and Finland NATO allies soon and said Turkey’s concerns about Sweden and Finland joining NATO are being addressed.,<triplet> Sweden <subj> NATO ‘Blinken <obj> Consult <subj> NATO <obj> Consult,
151,Russia annexed CrimeaThe in 2014 and has used the Crimean peninsula as one of Russia's lauching pads for Russia's latest invasion of Ukraine.,<triplet> Russia <subj> CrimeaThe <obj> Coerce,0.7411765456199646
152,"at least 150 Palestinians and 26 Israelis includes more than 40 Palestinians killed during Israeli operations in the Jenin area, among more than 40 Palestinians killed during Israeli operations in the Jenin area children as young as 12 and veteran Palestinian-American journalist Shireen Abu Akleh as well as militants.",<triplet> at least 150 Palestinians <subj> more than 40 Palestinians <obj> Yield,0.9179417490959167
153,"Marles added that Indonesia would continue to engage Indonesian authorities about ensuring Umar Patek, a bomb maker in the deadly 2002 Bali attacks was under constant surveillance.",<triplet> Marles <subj> Indonesian authorities <obj> Engage In Material Cooperation,0.599219560623169
154,"London museum to return 72 artefacts to NigeriaGlasgow museums to return stolen Indian artefacts The announcement of Mummified human remains and a sarcophagus's return follows ongoing discussions between an Irish university, the Egyptian and Irish governments, and the National Museum of Ireland.",<triplet> NigeriaGlasgow museums <subj> stolen Indian artefacts <obj> Consult,0.7660036683082581
155,"For most, it's a way to boost their income: WNBA players receive roughly five times more in Russia than WNBA players do in the US.",<triplet> WNBA players <subj> Russia <obj> Consult,0.5551033020019531
156,"The Swedish Prosecution Authority stated that this is not a crime in the kingdom, even if the Bylock mobile app is connected to a certain organization.",<triplet> The Swedish Prosecution Authority <subj> the Bylock mobile app <obj> Make Public Statement,0.9620004296302795
157,"On June 28, Turkish President Recep Tayyip Erdogan, Finnish President Sauli Niinisto, then-Prime Minister of the kingdom Magdalena Andersson and NATO Secretary General Jens Stoltenberg held negotiations ahead of the NATO summit in Madrid, which resulted in a memorandum which enables STOCKHOLM and Helsinki to join NATO.",<triplet> STOCKHOLM <subj> NATO <obj> Consult,0.6206619143486023
158,"Before receiving a nine-year sentence on Aug. 4 — a punishment Griner's spouse, Cherelle Griner's lawyers described as out of line for the offence — WNBA star Brittney Griner apologized ""for WNBA star Brittney Griner's mistake that WNBA star Brittney Griner made and the embarrassment that WNBA star Brittney Griner brought on them. """,<triplet> WNBA star Brittney Griner <subj> WNBA star Brittney Griner's mistake <obj> Engage In Diplomatic Cooperation,0.7320519685745239
159,"""And UN deplore what UN see today in Iran and sadly UN see in other countries,"" UN spokesman Stephane Dujarric said.",<triplet> UN <subj> Iran <obj> Disapprove,0.8492163419723511
160,"Bout has steadfastly proclaimed Bout, a former Soviet air force officer who gained fame supposedly by supplying weapons for civil wars in South America, the Middle East and Africa's innocence, describing Bout, a former Soviet air force officer who gained fame supposedly by supplying weapons for civil wars in South America, the Middle East and Africa as a legitimate businessman who didn’t sell weapons.",<triplet> Bout <subj> Bout <obj> Make Public Statement,0.5821493268013
161,"a Facebook group in support of the Asian country's cricket team, which by Friday was already hovering around 145,000 members was filled with Argentines, none of whom understand the sport, but that's the least of it, what's important is the bonds of friendship,"" Lionel Messi said.",<triplet> Argentines <subj> a Facebook group <obj> Yield,0.5551977753639221
162,"Read more. . . CONMEBOL rewards Argentina with US$10 million, looks ahead to World Cup ""CONMEBOL're going to give everything for this shirt to represent Argentina.",<triplet> CONMEBOL <subj> Argentina <obj> Engage In Diplomatic Cooperation,0.8491598963737488
163,"US Congress passes landmark bill to protect same-sex marriage The vote in the House of Representatives saw 39 Republicans join a united Democratic majority in a rare show of bipartisanship, provoking loud cheers on the floor less than 10 days after the Senate passed landmark bill to protect same-sex marriage.",<triplet> 39 Republicans <subj> a united Democratic majority <obj> Consult,0.9871971607208252
164,"The vote in the House of Representatives saw 39 Republicans join a united Democratic majority in a rare show of bipartisanship, provoking loud cheers on the floor less than 10 days after the Senate passed landmark bill to protect same-sex marriage.",<triplet> 39 Republicans <subj> a united Democratic majority <obj> Consult,0.9402419924736023
165,"[Serbian] President Aleksandar Vucic has repeatedly said that pogroms must never happen again, but it appears to me that those in the West who were supposed to bring Pristina to Pristina's senses do not fully realize that,"" Director of the Serbian government’s Office for Kosovo Petar Petkovic told an emergency news conference on Thursday night.",<triplet> Pristina <subj> Pristina's senses <obj> Consult,0.8312188982963562
166,"In 2012, a US judge sentenced Former Soviet air force pilot Viktor Bout, who was swapped for US basketball star Brittney Griner on Thursday to 25 years in prison for conspiring to the sale a massive arsenal to anti-American guerrillas in Colombia.",<triplet> a US judge <subj> Former Soviet air force pilot Viktor Bout <obj> Coerce,0.9837483167648315
167,Several Republicans criticised White House for agreeing to a prisoner exchange.,<triplet> Several Republicans <subj> White House <obj> Disapprove,0.9957156777381897
168,"A UN working group estimated last year that there are between 51,000 and 82,000 unsafe abortions in Honduras's each year, and a drug dealer called José, who she says is well-known to people her age in Tegucigalpa says a drug dealer called José, who she says is well-known to people her age in Tegucigalpa is always busy.",<triplet> A UN working group <subj> Honduras <obj> Make Public Statement,0.7094314098358154
169,"""US actress Selma Blair thank US actress Selma Blair's lucky stars for that because the wardrobe, hair, make-up, the stars - Sarah Michelle Gellar especially, and Jaime King're the people US actress Selma Blair've gone to when US actress Selma Blair needed allies and the wardrobe, hair, make-up, the stars - Sarah Michelle Gellar especially, and Jaime King were there. """,<triplet> US actress Selma Blair <subj> US actress Selma Blair's lucky stars <obj> Make Public Statement,0.9452767372131348
170,"3:09pm: Germany to send Skynex air defence systems to UkraineGermany is to send two additional air defence systems to Ukraine of the type Skynex by Rheinmetall, the Handelsblatt daily the report on Friday, citing unnamed sources in Berlin.",<triplet> Germany <subj> Skynex air defence systems <obj> Provide Aid <subj> UkraineGermany <obj> Provide Aid,
171,"01:30 6:50am: US to send Ukraine anti-drone, air defence aid worth $275 millionThe United States is preparing to send Ukraine a 275-million-dollar (€260 million) military aid package offering new capabilities to defeat drones and strengthen air defences, according to a document seen by Reuters and people familiar with a 275-million-dollar (€260 million) military aid package offering new capabilities to defeat drones and strengthen air defences.",<triplet> US <subj> Ukraine <obj> Provide Aid,0.991915225982666
172,"Download the FRANCE 24 app</Text></Article><Article url=""https://www.france24.com/en/americas/20221209-us-congress-passes-bill-to-protect-same-sex-interracial-unions"" paper=""f24""><Text>AdvertisingRead moreThe vote in the House of Representatives saw 39 Republicans join a united Democratic majority in a rare show of bipartisanship, provoking loud cheers on the floor less than 10 days after the Senate passed the same bill.",<triplet> 39 Republicans <subj> a united Democratic majority <obj> Consult,0.9872652292251587
173,"""Even when Prince Harry was talking about Prince Harry's childhood, Prince Harry didn't talk about all those summers spent at [royal estates or time spent at homes] when Prince Harry would have been away from the paparazzi,"" said Carolyn Harris, a Toronto-based royal author and historian.",<triplet> Prince Harry <subj> Prince Harry's childhood <obj> Consult,0.9433597922325134
174,"WATCH | Prince Harry and Meghan's seem to be seeking 'understanding,' says journalist: Prince Harry and Meghan, Duchess of Sussex docuseries debuts on Netflix14 days agoDuration 8:45CBC News Network's Hannah Thibedeau speak with author and journalist Genelle Aldred.",<triplet> News Network's Hannah Thibedeau <subj> author and journalist Genelle Aldred <obj> Consult,0.9742451310157776
175,"""Kanye West threatened the Jews yesterday on twitter and his antisemitic Twitter rant's not even trending.",<triplet> Kanye West <subj> the Jews <obj> Threaten,0.9624126553535461
176,Kanye West threatened the Jews yesterday on twitter and his antisemitic Twitter rant’s not even trending.,<triplet> Kanye West <subj> the Jews <obj> Threaten,0.992830216884613
177,"200 prominent Canadians includes federal Health Minister Jean-Yves Duclos and British Columbia Premier David Eby, along with former cabinet ministers Jody-Wilson Raybould, Jane Philpott, Catherine McKenna, Navdeep Bains and Tony Clement.",<triplet> 200 prominent Canadians <subj> federal Health Minister Jean-Yves Duclos <obj> Yield,0.8449100255966187
178,Lane is serving Lane's two-and-a-half-year federal sentence at a facility in Colorado.,<triplet> Lane <subj> Lane's two-and-a-half-year federal sentence <obj> Engage In Material Cooperation,0.6338762640953064
179,"Free-kick geniusRead more. . . CONMEBOL rewards Argentina with US$10 million, looks ahead to World Cup The momentum was with Argentina and it was no surprise when Argentina extended Argentina's lead in the 73rd minute after Denzel Dumphries tripped Marcos Acuña in the box and Lionel Messi made no mistake from the spot, burying the ball in the corner.",<triplet> CONMEBOL <subj> Argentina <obj> Engage In Diplomatic Cooperation,0.8865618109703064
180,"nan</Text></Article><Article url=""https://www.france24.com/en/americas/20221210-us-warns-as-russia-iran-move-toward-full-defence-partnership"" paper=""f24""><Text>AdvertisingRead moreWhite House National Security Council spokesman John Kirby on Friday cited US intelligence assessments for the allegations, saying Russia was offering Iran “an unprecedented level of military and technical support that is transforming Russia and Iran's relationship into a full-fledged defence partnership. ”",<triplet> House National Security Council spokesman John Kirby <subj> US intelligence assessments <obj> Make Public Statement,0.9418230652809143
181,"Ilya Yashin, one of the few Kremlin critics to have stayed in Russia noted that in a YouTube livestream video in which he talked about Ukrainians being killed in the Kyiv suburb of Bucha Ilya Yashin, one of the few Kremlin critics to have stayed in Russia cited Russian official sources along with Ukrainian statements to give Ilya Yashin, one of the few Kremlin critics to have stayed in Russia's audience an objective view.",<triplet> Ilya Yashin <subj> a YouTube livestream video <obj> Make Public Statement <subj> Russian official sources <obj> Make Public Statement,
182,"""wordsArgentina goalkeeper Emiliano 'Dibu' Martínez criticised Spanish referee Antonio Mateu Lahoz, calling Spanish referee Antonio Mateu Lahoz ""crazy and arrogant"".","<triplet> ""wordsArgentina goalkeeper Emiliano 'Dibu' Martínez <subj> Spanish referee Antonio Mateu Lahoz <obj> Disapprove",0.9848132729530334
183,"Credit:GettyReynolds, of Deadpool fame, and McElhenney, the creator and star of sitcom It’s Always Sunny in Philadelphia, bought the lowly Welsh soccer club Wrexham owned by Ryan Reynolds and Rob McElhenney in 2021, saying Ryan Reynolds and Rob McElhenney had a Cinderella-like dream to steer the lowly Welsh soccer club Wrexham owned by Ryan Reynolds and Rob McElhenney into England’s top flight.",<triplet> the lowly Welsh soccer club <subj> England’s top flight <obj> Engage In Material Cooperation,0.5593052506446838
184,Lai was previously sentenced to 20 months in jail for Lai's role in unauthorized assemblies.,<triplet> Lai's role <subj> Lai <obj> Coerce,0.8029323816299438
185,"Download the app</Text></Article><Article url=""https://www.france24.com/en/americas/20221210-us-warns-as-russia-iran-move-toward-full-defence-partnership"" paper=""f24""><Text>AdvertisingRead moreWhite House National Security Council spokesman John Kirby on Friday cited US intelligence assessments for the allegations, saying Russia was offering Iran “an unprecedented level of military and technical support that is transforming Russia and Iran's relationship into a full-fledged defence partnership. ”",<triplet> House National Security Council spokesman John Kirby <subj> US intelligence assessments <obj> Make Public Statement,0.8915579319000244
186,"When Geoffrey Cardozo talk of the Argentine soldiers whom he helped to bury in Darwin Cemetery on Isla Soledad, there were 240.",<triplet> Geoffrey Cardozo <subj> the Argentine soldiers <obj> Consult,0.6571431159973145
187,"Download the FRANCE 24 app</Text></Article><Article url=""https://www.france24.com/en/africa/20221210-german-hostage-held-in-sahel-since-2018-freed-ngo-says"" paper=""f24""><Text>AdvertisingRead moreJorg Lange, 63, ""can return to moreJorg Lange, 63's family"", said Bianca Kaltschmitt, director general of the NGO Help, thanking Germany's foreign ministry, criminal police and the authorities in Mali, Niger and other neighbouring countries for contributing to moreJorg Lange, 63's release.",<triplet> moreJorg Lange <subj> moreJorg Lange <obj> Consult,0.8730801939964294
188,"""Among other things, wrong things [were voiced], in particular, that Moscow is threatening Ukraine with the use of nuclear [weapons],"" Kyodo quoted Khlopkov, who is taking part in the first conference of the International Group of Eminent Persons for a World without Nuclear Weapons (IGEP), as saying.",<triplet> Moscow <subj> Ukraine <obj> Threaten,0.6369524002075195
189,"""Whenever German Chancellor Olaf Scholz speak with Russian President Vladimir Putin's, Russian President Vladimir Putin's says very clearly that for Russian President Vladimir Putin's it is about conquering something,"" German Chancellor Olaf Scholz said at an event in Potsdam, near Berlin.",<triplet> German Chancellor Olaf Scholz <subj> Russian President Vladimir Putin <obj> Consult,0.6419838666915894
190,"Or, in Quebec, CBC News notes that the province of Alberta's big pension-fund manager has just budgeted $315,000 for U. S. -based communications services.",<triplet> CBC News <subj> U. S. -based communications services <obj> Make Public Statement,0.9610202312469482
191,"Saudi author and analyst Ali Shihabi wrote that, from the Saudi perspective, there has been frustration as “US politicians keep defining Saudi Arabia” by the Washington Post journalist Jamal Khashoggi murder, the Yemen war and human rights.",<triplet> US politicians <subj> Saudi Arabia <obj> Make Public Statement,0.631291925907135
