,paper,title,summ,authors,full_text,date,date_time,article_id,coref_text
180,folha,German Consul in Rio Says The Husband Had a Fit before Dying,"German consul Uwe Herbert Hah, 60, arrested on suspicion of having killed his husband, Belgian Walter Henri Maximilien Biot, 52, said his partner had a fit, fell, and hit his head before dying last Friday (5), in the couple's apartment in Ipanema, south of Rio de Janeiro.
Leia mais (08/08/2022 - 12h11)",not mentioned in feed,"German Consul in Rio Says The Husband Had a Fit before Dying. German consul Uwe Herbert Hah, 60, arrested on suspicion of having killed his husband, Belgian Walter Henri Maximilien Biot, 52, said his partner had a fit, fell, and hit his head before dying last Friday (5), in the couple's apartment in Ipanema, south of Rio de Janeiro.
Leia mais (08/08/2022 - 12h11)",2022-08-08,2022-08-08 15:11:00,180,"German Consul in Rio Says The Husband Had a Fit before Dying. German consul Uwe Herbert Hah, 60, arrested on suspicion of having killed German consul Uwe Herbert Hah, 60, arrested on suspicion of having killed his husband, Belgian Walter Henri Maximilien Biot, 52,'s husband, Belgian Walter Henri Maximilien Biot, 52, said German consul Uwe Herbert Hah, 60, arrested on suspicion of having killed his husband, Belgian Walter Henri Maximilien Biot, 52,'s partner had a fit, fell, and hit The Husband's head before dying last Friday (5), in the couple's apartment in Ipanema, south of Rio.
Leia mais (08/08/2022 - 12h11)"
181,folha,Russia Promotes Propaganda Show in Brazil and Denies Ukraine War,"On Thursday night, the Russian government promoted a concert by the Turetski Choir, one of the most traditional musical ensembles in the country, at the Simón Bolívar auditorium, at the Latin America Memorial in São Paulo. The show had financial and logistical support from the Moscow government and the Ministry of Foreign Affairs of the Russian Federation, in an act of political propaganda in the midst of the Ukrainian War. Just before the concert began, Russia's consul general in São Paulo, Vladimir Tokmakov, denied the existence of a local conflict and claimed that a special operation was under way, echoing the Kremlin's narrative.
Leia mais (07/29/2022 - 10h15)",not mentioned in feed,"Russia Promotes Propaganda Show in Brazil and Denies Ukraine War. On Thursday night, the Russian government promoted a concert by the Turetski Choir, one of the most traditional musical ensembles in the country, at the Simón Bolívar auditorium, at the Latin America Memorial in São Paulo. The show had financial and logistical support from the Moscow government and the Ministry of Foreign Affairs of the Russian Federation, in an act of political propaganda in the midst of the Ukrainian War. Just before the concert began, Russia's consul general in São Paulo, Vladimir Tokmakov, denied the existence of a local conflict and claimed that a special operation was under way, echoing the Kremlin's narrative.
Leia mais (07/29/2022 - 10h15)",2022-07-29,2022-07-29 13:15:00,181,"Russia Promotes Propaganda Show in Brazil and Denies Ukraine War. On Thursday night, Russia promoted a concert by the Turetski Choir, one of the most traditional musical ensembles in the country, at the Simón Bolívar auditorium, at the Latin America Memorial in São Paulo. a concert by the Turetski Choir, one of the most traditional musical ensembles in the country had financial and logistical support from the Moscow government and the Ministry of Foreign Affairs of the Russian Federation, in an act of political propaganda in the midst of Ukraine War. Just before a concert by the Turetski Choir, one of the most traditional musical ensembles in the country began, Russia's consul general in São Paulo, Vladimir Tokmakov, denied the existence of a local conflict and claimed that a special operation was under way, echoing the Kremlin's narrative.
Leia mais (07/29/2022 - 10h15)"
182,folha,"Hungary Offered Help for Bolsonaro's Re-Election, Internal Report Shows"," Hungarian Chancellor Péter Szijjártó offered help President Jair Bolsonaro?s reelection (PL) during a meeting with the Minister of Women, Family and Human Rights, Cristiane Britto.  The meeting took place in London in early July, and the Hungarian offer was reported by Cristiane herself in an internal travel report obtained by Folha.  The two authorities were in the UK to attend the International Ministerial Conference on Freedom of Religion or Belief.
Leia mais (07/28/2022 - 10h50)",not mentioned in feed,"Hungary Offered Help for Bolsonaro's Re-Election, Internal Report Shows.  Hungarian Chancellor Péter Szijjártó offered help President Jair Bolsonaro?s reelection (PL) during a meeting with the Minister of Women, Family and Human Rights, Cristiane Britto.  The meeting took place in London in early July, and the Hungarian offer was reported by Cristiane herself in an internal travel report obtained by Folha.  The two authorities were in the UK to attend the International Ministerial Conference on Freedom of Religion or Belief.
Leia mais (07/28/2022 - 10h50)",2022-07-28,2022-07-28 13:50:00,182,"Hungary Offered Help for Bolsonaro's Re-Election, Internal Report Shows.  Hungarian Chancellor Péter Szijjártó the Hungarian offer help Bolsonaro's Re-Election (PL) during a meeting with the Minister of Women, Family and Human Rights, Cristiane Britto.  a meeting with the Minister of Women, Family and Human Rights, Cristiane Britto took place in London in early July, and the Hungarian offer was reported by Cristiane the Minister of Women, Family and Human Rights, Cristiane Britto in an internal travel report obtained by Folha.  The two authorities were in the UK to attend the International Ministerial Conference on Freedom of Religion or Belief.
Leia mais (07/28/2022 - 10h50)"
183,folha,Al Gore: Talking about The Internationalization of the Amazon Is Absurd and Ridiculous,"""If the Brazilian people make it clear in the electoral process that they want leaders committed to solving the climate crisis, the benefits for Brazil in terms of jobs, a safer and cleaner environment and a more prosperous future are very clear to see. There is no controversy."" The statement is from Al Gore, former vice president of the United States and winner of the Nobel Peace Prize for his role in combating global warming.
Leia mais (07/11/2022 - 15h01)",not mentioned in feed,"Al Gore: Talking about The Internationalization of the Amazon Is Absurd and Ridiculous. ""If the Brazilian people make it clear in the electoral process that they want leaders committed to solving the climate crisis, the benefits for Brazil in terms of jobs, a safer and cleaner environment and a more prosperous future are very clear to see. There is no controversy."" The statement is from Al Gore, former vice president of the United States and winner of the Nobel Peace Prize for his role in combating global warming.
Leia mais (07/11/2022 - 15h01)",2022-07-11,2022-07-11 18:01:00,183,"Al Gore: Talking about The Internationalization of the Amazon Is Absurd and Ridiculous. ""If the Brazilian people make it clear in the electoral process that the Brazilian people want leaders committed to solving the climate crisis, the benefits for Brazil in terms of jobs, a safer and cleaner environment and a more prosperous future are very clear to see. There is no controversy."" The statement is from Al Gore.
Leia mais (07/11/2022 - 15h01)"
184,folha,Record Number of Women Pass The Itamarty Selection Process to Become Diplomat Trainees,"The new group at the Rio Branco Institute, where the diplomatic career begins in Brazil, will this year have the highest female participation in the institution's history. Of the 36 admitted, 15 are women.
Leia mais (07/08/2022 - 14h22)",not mentioned in feed,"Record Number of Women Pass The Itamarty Selection Process to Become Diplomat Trainees. The new group at the Rio Branco Institute, where the diplomatic career begins in Brazil, will this year have the highest female participation in the institution's history. Of the 36 admitted, 15 are women.
Leia mais (07/08/2022 - 14h22)",2022-07-08,2022-07-08 17:22:00,184,"Record Number of Women Pass The Itamarty Selection Process to Become Diplomat Trainees. The new group at the Rio Branco Institute, where the diplomatic career begins in Brazil, will this year have the highest female participation in the Rio Branco Institute, where the diplomatic career begins in Brazil's history. Of the 36 admitted, 15 are women.
Leia mais (07/08/2022 - 14h22)"
185,bat,Sunak names team of familiar faces to steer UK through crisis,"Prime Minister Rishi Sunak named an experienced Cabinet to lead the UK through what he called a “profound economic crisis,” only to face immediate criticism for reappointing a series of scandal-hit former ministers to senior government jobs. Leer más","Alex Wickham, Joe Mayes & Ellen Milligan, Bloomberg","Sunak names team of familiar faces to steer UK through crisis. Prime Minister Rishi Sunak named an experienced Cabinet to lead the UK through what he called a “profound economic crisis,” only to face immediate criticism for reappointing a series of scandal-hit former ministers to senior government jobs. Leer más",2022-10-27,2022-10-27 05:29:37,185,"Sunak names team of familiar faces to steer UK through crisis. Sunak named an experienced Cabinet to lead UK through what Sunak called a “profound economic crisis,” only to face immediate criticism for reappointing a series of scandal-hit former ministers to senior government jobs. Leer más"
186,bat,Coldplay lights up Buenos Aires with booming first gig of record-breaking run,British rock band could be heard far and wide on night one of the group's record-breaking 10-show stop in Buenos Aires. Leer más,Sam Forster,Coldplay lights up Buenos Aires with booming first gig of record-breaking run. British rock band could be heard far and wide on night one of the group's record-breaking 10-show stop in Buenos Aires. Leer más,2022-10-26,2022-10-26 22:41:36,186,Coldplay lights up Buenos Aires with booming first gig of record-breaking run. Coldplay could be heard far and wide on night one of Coldplay's record-breaking 10-show stop in Buenos Aires. Leer más
187,bat,Cristina Fernández de Kirchner reignites infighting with inflation jab,Vice-President Cristina Fernández de Kirchner reignites infighting in the ruling coalition by criticising price increases authorised by her own government. Leer más,"Patrick Gillespie, Bloomberg",Cristina Fernández de Kirchner reignites infighting with inflation jab. Vice-President Cristina Fernández de Kirchner reignites infighting in the ruling coalition by criticising price increases authorised by her own government. Leer más,2022-10-26,2022-10-26 20:37:13,187,Cristina Fernández de Kirchner reignites infighting with inflation jab. Cristina Fernández de Kirchner reignites infighting in the ruling coalition by criticising price increases authorised by Cristina Fernández de Kirchner's own government. Leer más
188,bat,Argentina downgraded by Fitch on rising debt repayment risk,Nation's credit score cut by a notch to CCC- from CCC as Fitch Ratins agency warns of “highly constrained” external-liquidity position will undermine its ability to repay debt. Leer más,"Scott Squires & María Elena Vizcaino, Bloomberg",Argentina downgraded by Fitch on rising debt repayment risk. Nation's credit score cut by a notch to CCC- from CCC as Fitch Ratins agency warns of “highly constrained” external-liquidity position will undermine its ability to repay debt. Leer más,2022-10-26,2022-10-26 20:14:19,188,Argentina downgraded by Fitch on rising debt repayment risk. Argentina's credit score cut by a notch to CCC- from CCC as Fitch warns of “highly constrained” external-liquidity position will undermine Argentina's ability to repay debt. Leer más
189,bat,"'Make it stop!' Brazilians fed up with long, dirty election campaign",Fiery rhetoric leading up to the October 30th run-off has left many citizens feeling burnt out. Leer más,Sam Forster,"'Make it stop!' Brazilians fed up with long, dirty election campaign. Fiery rhetoric leading up to the October 30th run-off has left many citizens feeling burnt out. Leer más",2022-10-26,2022-10-26 18:17:59,189,"'Make it stop!' Brazilians fed up with long, dirty election campaign. Fiery rhetoric leading up to the October 30th run-off has left many citizens feeling burnt out. Leer más"
190,bat,The issues keeping US voters up at night as midterms loom,"As biennial elections approach, US voters divided on key issues.  Leer más",Mariel Priven,"The issues keeping US voters up at night as midterms loom. As biennial elections approach, US voters divided on key issues.  Leer más",2022-10-26,2022-10-26 17:35:50,190,"The issues keeping US voters up at night as midterms loom. As biennial elections approach, US voters divided on key issues.  Leer más"
191,bat,Argentina's lower house approves 2023 Budget after marathon session,"Ruling coalition secures approval of 2023 Budget bill with 180 votes in favour, 22 against and 49 abstentions, though articles to strip income tax exemptions for judges and judicial workers fails to win support.
 Leer más",James Grainger,"Argentina's lower house approves 2023 Budget after marathon session. Ruling coalition secures approval of 2023 Budget bill with 180 votes in favour, 22 against and 49 abstentions, though articles to strip income tax exemptions for judges and judicial workers fails to win support.
 Leer más",2022-10-26,2022-10-26 15:23:38,191,"Argentina's lower house approves 2023 Budget after marathon session. Ruling coalition secures approval of 2023 Budget with 180 votes in favour, 22 against and 49 abstentions, though articles to strip income tax exemptions for judges and judicial workers fails to win support.
 Leer más"
192,bat,Gender: X – Proud owner of Chile's first non-binary ID card,"Shane Cienfuegos fought a nine-year legal battle to finally receive an identity document that reflects how they see themselves. This is their story.
 Leer más","Miguel Sánchez, AFP","Gender: X – Proud owner of Chile's first non-binary ID card. Shane Cienfuegos fought a nine-year legal battle to finally receive an identity document that reflects how they see themselves. This is their story.
 Leer más",2022-10-26,2022-10-26 15:20:40,192,"Gender: X – Proud owner of Chile's first non-binary ID card. Shane Cienfuegos fought a nine-year legal battle to finally receive an identity document that reflects how Shane Cienfuegos see Shane Cienfuegos. This is Shane Cienfuegos's story.
 Leer más"
193,bat,Bolsonaro stalls in polls after ally clashes with police,Former right-wing lawmaker fires at authorities and lobs grenades in near-fatal shootout; Incumbent Brazilian president loses steam in closing days of race. Leer más,Sam Forster,Bolsonaro stalls in polls after ally clashes with police. Former right-wing lawmaker fires at authorities and lobs grenades in near-fatal shootout; Incumbent Brazilian president loses steam in closing days of race. Leer más,2022-10-25,2022-10-25 20:54:29,193,Bolsonaro stalls in polls after ally clashes with police. ally fires at authorities and lobs grenades in near-fatal shootout; Incumbent Brazilian president loses steam in closing days of race. Leer más
194,bat,Macri calls for unity but gives little away at book launch,"Potential 2023 candidates are the talk of the town as top names from the opposition Juntos por el Cambio coalition turn out in large numbers at La Rural for the launch of former president Mauricio Macri’s new book, ‘Para Qué.’ Leer más",James Grainger,"Macri calls for unity but gives little away at book launch. Potential 2023 candidates are the talk of the town as top names from the opposition Juntos por el Cambio coalition turn out in large numbers at La Rural for the launch of former president Mauricio Macri’s new book, ‘Para Qué.’ Leer más",2022-10-25,2022-10-25 18:55:54,194,"Macri calls for unity but gives little away at book launch. Potential 2023 candidates are the talk of the town as top names from the opposition Juntos por el Cambio coalition turn out in large numbers at the town for the launch of Macri's new book, ‘Para Qué.’ Leer más"
195,bat,Whirlpool touts bet on troubled Argentina as others steer clear,"Whirlpool is betting on demand for front-load washing machines in Latin America with a new state-of-the-art plant in Pilar.
 Leer más","Carolina Millan & Daniela Sirtori-Cortina, Bloomberg","Whirlpool touts bet on troubled Argentina as others steer clear. Whirlpool is betting on demand for front-load washing machines in Latin America with a new state-of-the-art plant in Pilar.
 Leer más",2022-10-25,2022-10-25 17:38:33,195,"Whirlpool touts bet on troubled Argentina as others steer clear. Whirlpool is betting on demand for front-load washing machines in Latin America with a new state-of-the-art plant in Pilar.
 Leer más"
196,bat,Prada and pools: Rishi Sunak's mega-wealthy wife and in-laws,"Akshata Murty, the Indian wife of Britain's next Prime Minister Rishi Sunak, is fabulously rich thanks to her billionaire father, a fortune that is attracting controversy. Leer más","Abhaya Srivastava, AFP","Prada and pools: Rishi Sunak's mega-wealthy wife and in-laws. Akshata Murty, the Indian wife of Britain's next Prime Minister Rishi Sunak, is fabulously rich thanks to her billionaire father, a fortune that is attracting controversy. Leer más",2022-10-25,2022-10-25 15:49:25,196,"Prada and pools: Rishi Sunak's mega-wealthy wife and in-laws. Akshata Murty, the Indian wife of Rishi Sunak's, is fabulously rich thanks to Rishi Sunak's mega-wealthy wife's billionaire father, a fortune that is attracting controversy. Leer más"
197,bat,LGBT football fans fight for safe space in Brazil stadiums,"Some clubs in Brazil are providing rare safe spaces for gay fans who often steer clear of football stadiums for fear of coming under attack. In other stadiums, homosexual fans are often forced to fly under the radar to avoid homophobic chants, insults, hostile looks, and even assaults. Leer más","Rodrigo Almonacid, AFP","LGBT football fans fight for safe space in Brazil stadiums. Some clubs in Brazil are providing rare safe spaces for gay fans who often steer clear of football stadiums for fear of coming under attack. In other stadiums, homosexual fans are often forced to fly under the radar to avoid homophobic chants, insults, hostile looks, and even assaults. Leer más",2022-10-25,2022-10-25 15:28:09,197,"LGBT football fans fight for safe space in Brazil stadiums. Some clubs in Brazil are providing rare safe spaces for gay fans who often steer clear of football stadiums for fear of coming under attack. In other stadiums, homosexual fans are often forced to fly under the radar to avoid homophobic chants, insults, hostile looks, and even assaults. Leer más"
198,bat,ANSES: Half a million sign up for emergency food aid payment,"Argentina’s government last week confirmed an ""emergency bonus payment"" would be made for those living in extreme poverty who do not receive any state aid.
 Leer más",James Grainger,"ANSES: Half a million sign up for emergency food aid payment. Argentina’s government last week confirmed an ""emergency bonus payment"" would be made for those living in extreme poverty who do not receive any state aid.
 Leer más",2022-10-25,2022-10-25 13:22:58,198,"ANSES: Half a million sign up for emergency food aid payment. Argentina’s government last week confirmed emergency food aid payment would be made for those living in extreme poverty who do not receive any state aid.
 Leer más"
199,bat,"EU ‘fully committed’ to Mercosur free-trade deal, says top official","The European Union is “fully committed” to the stalled free-trade deal with the Mercosur bloc and must move ahead before “other actors intervene,” declares EU official Josep Borrell. Leer más",James Grainger,"EU ‘fully committed’ to Mercosur free-trade deal, says top official. The European Union is “fully committed” to the stalled free-trade deal with the Mercosur bloc and must move ahead before “other actors intervene,” declares EU official Josep Borrell. Leer más",2022-10-24,2022-10-24 23:56:26,199,"EU ‘fully committed’ to Mercosur free-trade deal, says top official. EU is “fully committed” to the stalled free-trade deal with Mercosur and must move ahead before “other actors intervene,” declares EU official Josep Borrell. Leer más"
200,bat,School sit-ins: City Hall seeks 50 million pesos from 366 parents,"Buenos Aires City government files criminal charges against 366 parents of students who occupied schools last month; Authorities seeking more than 50 million pesos in costs allegedly incurred by shutdowns.
 Leer más",James Grainger,"School sit-ins: City Hall seeks 50 million pesos from 366 parents. Buenos Aires City government files criminal charges against 366 parents of students who occupied schools last month; Authorities seeking more than 50 million pesos in costs allegedly incurred by shutdowns.
 Leer más",2022-10-24,2022-10-24 20:13:28,200,"School sit-ins: City Hall seeks 50 million pesos from 366 parents. Buenos Aires City government files criminal charges against 366 parents; Authorities seeking more than 50 million pesos in costs allegedly incurred by shutdowns.
 Leer más"
201,bat,Máximo Kirchner: ‘I don't think Cristina will be a candidate in 2023’,"Frente de Todos national deputy says that “today, Peronism has no candidates” but that his mother, Cristina Fernándex de Kirchner, is unlikely to run for president next year. Leer más",James Grainger,"Máximo Kirchner: ‘I don't think Cristina will be a candidate in 2023’. Frente de Todos national deputy says that “today, Peronism has no candidates” but that his mother, Cristina Fernándex de Kirchner, is unlikely to run for president next year. Leer más",2022-10-24,2022-10-24 19:17:15,201,"Máximo Kirchner: ‘Máximo Kirchner don't think Cristina will be a candidate in 2023’. Máximo Kirchner says that “today, Peronism has no candidates” but that Máximo Kirchner's mother, Cristina Fernándex de Kirchner, is unlikely to run for president next year. Leer más"
202,bat,Survey: Almost one-third of Argentines would prefer 'a new political party' to form government in 2023,"Almost a third of the people want a new political party to represent them, rejecting both Juntos por el Cambio and Frente de Todos, new survey by Cristian Solmoirago reveals. Leer más",Gabriel Irungaray,"Survey: Almost one-third of Argentines would prefer 'a new political party' to form government in 2023. Almost a third of the people want a new political party to represent them, rejecting both Juntos por el Cambio and Frente de Todos, new survey by Cristian Solmoirago reveals. Leer más",2022-10-24,2022-10-24 18:49:15,202,"Survey: Almost one-third of Argentines would prefer 'a new political party' to form government in 2023. Almost a third of Argentines want a new political party to represent Almost one-third of Argentines, rejecting both Juntos por el Cambio and Frente de Todos, new survey by Cristian Solmoirago reveals. Leer más"
203,bat,Incoming PM Rishi Sunak inherits UK economy in crisis,"Britain's next leader inherits a UK economy that was headed for recession even before the recent turmoil triggered by Liz Truss.
 Leer más","Ben Perry, AFP","Incoming PM Rishi Sunak inherits UK economy in crisis. Britain's next leader inherits a UK economy that was headed for recession even before the recent turmoil triggered by Liz Truss.
 Leer más",2022-10-24,2022-10-24 17:31:51,203,"Incoming PM Rishi Sunak inherits UK economy in crisis. Rishi Sunak inherits UK economy in crisis.
 Leer más"
204,bat,Rishi Sunak wins race to become UK's new prime minister,"British politician Rishi Sunak was Monday elected Conservative leader and will become the UK's next prime minister, after rival Penny Mordaunt failed to secure the necessary 100 nominations from her fellow MPs. Leer más",James Grainger,"Rishi Sunak wins race to become UK's new prime minister. British politician Rishi Sunak was Monday elected Conservative leader and will become the UK's next prime minister, after rival Penny Mordaunt failed to secure the necessary 100 nominations from her fellow MPs. Leer más",2022-10-24,2022-10-24 16:09:42,204,"Rishi Sunak wins race to become UK's new prime minister. Rishi Sunak was Monday elected Conservative leader and will become UK's's next prime minister, after rival Penny Mordaunt failed to secure the necessary 100 nominations from rival Penny Mordaunt's fellow MPs. Leer más"
205,bat,Rio Tinto seeks pitches from bankers for lithium deals in battery metal foray,Rio Tinto Group is asking for pitches from some of the biggest investment banks for lithium companies and projects it could buy as the mining giant looks to expand into the key battery metal. Leer más,"Yvonne Yue Li & Thomas Biesheuvel, Bloomberg",Rio Tinto seeks pitches from bankers for lithium deals in battery metal foray. Rio Tinto Group is asking for pitches from some of the biggest investment banks for lithium companies and projects it could buy as the mining giant looks to expand into the key battery metal. Leer más,2022-10-24,2022-10-24 15:58:59,205,Rio Tinto seeks pitches from bankers for lithium deals in battery metal foray. Rio Tinto is asking for pitches from some of the biggest investment banks for lithium companies and projects Rio Tinto could buy as Rio Tinto looks to expand into the key battery metal. Leer más
206,bat,"At a bar in Buenos Aires, a new community bonds over a shared hatred of Putin","They escaped the war and have formed their own community of exiles in Argentina, from where they can provide long-distance assistance and advice to fellow compatriots who do not want their hands to be bloodstained, courtesy of Vladimir Putin. Mostly young men of army recruitment age, they came to Buenos Aires from Moscow, Siberia, the Donbas and Kazakhstan – and they’re united in their hatred for Russia’s leader, the “wild beast” who rules in Moscow.
 Leer más",Sabrina Chemen,"At a bar in Buenos Aires, a new community bonds over a shared hatred of Putin. They escaped the war and have formed their own community of exiles in Argentina, from where they can provide long-distance assistance and advice to fellow compatriots who do not want their hands to be bloodstained, courtesy of Vladimir Putin. Mostly young men of army recruitment age, they came to Buenos Aires from Moscow, Siberia, the Donbas and Kazakhstan – and they’re united in their hatred for Russia’s leader, the “wild beast” who rules in Moscow.
 Leer más",2022-10-22,2022-10-22 09:44:00,206,"At a bar in Buenos Aires, a new community bonds over a shared hatred of Putin. a new community escaped the war and have formed a new community's own community of exiles in Argentina, from where a new community can provide long-distance assistance and advice to fellow compatriots who do not want their hands to be bloodstained, courtesy of Putin. Mostly young men of army recruitment age, a new community came to Buenos Aires from Moscow, Siberia, the Donbas and Kazakhstan – and a new community’re united in a new community's hatred for Russia’s leader, the “wild beast” who rules in Moscow.
 Leer más"
207,bat,"1985, the year behind the film","Since a moving picture can also be worth a thousand words, this week's column will leave the trial to the film and instead try to fill out the context of that year 1985.
 Leer más",Michael Soltys,"1985, the year behind the film. Since a moving picture can also be worth a thousand words, this week's column will leave the trial to the film and instead try to fill out the context of that year 1985.
 Leer más",2022-10-22,2022-10-22 09:33:00,207,"1985, the year behind the film. Since a moving picture can also be worth a thousand words, this week's column will leave the trial to the film and instead try to fill out the context of 1985, the year behind the film.
 Leer más"
208,bat,Further down the slippery slope,"The coalition that Cristina assembled in order to beat Mauricio Macri is so fragile that important bits, among them the bellicose faction that answers to her, have swung into opposition.
 Leer más",James Neilson,"Further down the slippery slope. The coalition that Cristina assembled in order to beat Mauricio Macri is so fragile that important bits, among them the bellicose faction that answers to her, have swung into opposition.
 Leer más",2022-10-22,2022-10-22 09:30:00,208,"Further down the slippery slope. The coalition that Cristina assembled in order to beat Mauricio Macri is so fragile that important bits, among them the bellicose faction that answers to Cristina, have swung into opposition.
 Leer más"
209,bat,Rain dampens reception for Macri’s new book on streets of Buenos Aires,"Former president’s latest tome, Para Que, hits shelves across the country – is it the precursor to a presidential candidacy? Leer más",Xander Christou,"Rain dampens reception for Macri’s new book on streets of Buenos Aires. Former president’s latest tome, Para Que, hits shelves across the country – is it the precursor to a presidential candidacy? Leer más",2022-10-22,2022-10-22 09:26:00,209,"Rain dampens reception for Macri’s new book on streets of Buenos Aires. Macri’s's latest tome, Para Que, hits shelves across the country – is Former president’s latest tome, Para Que, the precursor to a presidential candidacy? Leer más"
210,bat,Stating the less than obvious,"Understanding a problem is the most important half of the solution.
 Leer más",James Grainger,"Stating the less than obvious. Understanding a problem is the most important half of the solution.
 Leer más",2022-10-22,2022-10-22 09:20:00,210,"Stating the less than obvious. Understanding a problem is the most important half of the solution.
 Leer más"
211,bat,The weaponisation of information in Latin America,Disinformation is not new and has been used for millennia. Yet its digital iteration harnesses the power of the Internet which has brought together the largest and most interconnected communications network in the history of humanity.  Leer más,Agustino Fontevecchia,The weaponisation of information in Latin America. Disinformation is not new and has been used for millennia. Yet its digital iteration harnesses the power of the Internet which has brought together the largest and most interconnected communications network in the history of humanity.  Leer más,2022-10-22,2022-10-22 09:00:00,211,The weaponisation of information in Latin America. Disinformation is not new and has been used for millennia. Yet Disinformation's digital iteration harnesses the power of the Internet which has brought together the largest and most interconnected communications network in the history of humanity.  Leer más
212,bat,"Confirmed: Submarine found off coast in Necochea, Argentina, belonged to Nazis","The German ship was scuttled in the dying days of World War II, according to naval investigators. Wreckage lies around four kilometres off coast of Costa Bonita and Arenas Verdes beaches in Buenos Aires, at a depth of 28 metres.
 Leer más",Sam Forster,"Confirmed: Submarine found off coast in Necochea, Argentina, belonged to Nazis. The German ship was scuttled in the dying days of World War II, according to naval investigators. Wreckage lies around four kilometres off coast of Costa Bonita and Arenas Verdes beaches in Buenos Aires, at a depth of 28 metres.
 Leer más",2022-10-21,2022-10-21 17:49:27,212,"Confirmed: Submarine found off coast in Necochea, Argentina, belonged to Nazis. Submarine found off coast in Necochea, Argentina was scuttled in the dying days of World War II, according to naval investigators. Wreckage lies around four kilometres off coast of Costa Bonita and Arenas Verdes beaches in Buenos Aires, at a depth of 28 metres.
 Leer más"
213,bat,"Argentina must aim to let the peso float, says Rodríguez Larreta","Buenos Aires City Mayor Rodriguez Larreta speaks in an interview; Opposition leader says economic strategy needs political accord first.
 Leer más","Patrick Gillespie, Bloomberg","Argentina must aim to let the peso float, says Rodríguez Larreta. Buenos Aires City Mayor Rodriguez Larreta speaks in an interview; Opposition leader says economic strategy needs political accord first.
 Leer más",2022-10-21,2022-10-21 17:04:59,213,"Argentina must aim to let the peso float, says Rodríguez Larreta. Rodríguez Larreta speaks in an interview; Rodríguez Larreta says economic strategy needs political accord first.
 Leer más"
214,bat,Marcelo Gallardo’s legacy at River is so more much than titles,"Marcelo Gallardo has spent 45 percent of his life linked to River Plate. As El Muñeco confirms he will leave the club at the end of his contract, journalist and biographer Diego Borinsky explains why the Millonario will be unable to find another figure like him.
 Leer más",Diego Borinsky,"Marcelo Gallardo’s legacy at River is so more much than titles. Marcelo Gallardo has spent 45 percent of his life linked to River Plate. As El Muñeco confirms he will leave the club at the end of his contract, journalist and biographer Diego Borinsky explains why the Millonario will be unable to find another figure like him.
 Leer más",2022-10-21,2022-10-21 12:16:41,214,"Marcelo Gallardo’s legacy at River is so more much than titles. Marcelo Gallardo’s has spent 45 percent of Marcelo Gallardo’s's life linked to River. As El Muñeco confirms Marcelo Gallardo’s will leave River at the end of Marcelo Gallardo’s's contract, journalist and biographer Diego Borinsky explains why River will be unable to find another figure like Marcelo Gallardo’s.
 Leer más"
215,bat,Juntos now has more infighting within parties than between allies,"Radicals and PRO showing more tension between party colleagues than alliance partners. Meetings, whether public or secret, are drawing attention.
 Leer más",Gabriel Ziblat,"Juntos now has more infighting within parties than between allies. Radicals and PRO showing more tension between party colleagues than alliance partners. Meetings, whether public or secret, are drawing attention.
 Leer más",2022-10-21,2022-10-21 12:06:01,215,"Juntos now has more infighting within parties than between allies. Radicals and PRO showing more tension between party colleagues than alliance partners. Meetings, whether public or secret, are drawing attention.
 Leer más"
216,bat,Stories that caught our eye: October 14 to 21,A selection of the stories that caught our eye over the last seven days in Argentina. Leer más,James Grainger,Stories that caught our eye: October 14 to 21. A selection of the stories that caught our eye over the last seven days in Argentina. Leer más,2022-10-21,2022-10-21 12:02:27,216,Stories that caught our eye: October 14 to 21. A selection of the stories that caught our eye over the last seven days in Argentina. Leer más
217,bat,Argentina offers food bonus to destitute as price crisis bites,"Sergio Massa, Fernanda Raverta confirm adults without income will be eligible for 45,000-peso bonus to help meet nutritional needs amid deepening inflation crisis.
 Leer más",James Grainger,"Argentina offers food bonus to destitute as price crisis bites. Sergio Massa, Fernanda Raverta confirm adults without income will be eligible for 45,000-peso bonus to help meet nutritional needs amid deepening inflation crisis.
 Leer más",2022-10-21,2022-10-21 02:32:07,217,"Argentina offers food bonus to destitute as price crisis bites. Sergio Massa, Fernanda Raverta confirm adults without income will be eligible for 45,000-peso bonus to help meet nutritional needs amid deepening inflation crisis.
 Leer más"
218,bat,Noche de los Museos returns for 18th edition with a focus on art and nature,"This Saturday night, museums and cultural spaces across Buenos Aires will be free to enter and enjoy as one of the capital’s most anticipated cultural events gets underway.
 Leer más",Juliana Guarracino,"Noche de los Museos returns for 18th edition with a focus on art and nature. This Saturday night, museums and cultural spaces across Buenos Aires will be free to enter and enjoy as one of the capital’s most anticipated cultural events gets underway.
 Leer más",2022-10-20,2022-10-20 22:45:34,218,"Noche de los Museos returns for 18th edition with a focus on art and nature. This Saturday night, museums and cultural spaces across Buenos Aires will be free to enter and enjoy as one of Buenos Aires's most anticipated cultural events gets underway.
 Leer más"
