,text,triplets,rel_count,err,new_text,new_triplets,tex
94,"U.S. and Soviet negotiators return to Geneva this week for talk on limiting the number of European-based nuclear missiles, an issue likely to dominate East-West relations this year.",<triplet> U.S. <subj> Soviet negotiators <obj> Consult <triplet> Soviet negotiators <subj> U.S. <obj> Consult <triplet> U.S. <subj> Geneva <obj> Consult <triplet> Soviet negotiators <subj> Geneva <obj> Consult,4,False,"U.S. and Soviet negotiators return to Geneva this week for talk on limiting the number of European-based nuclear missiles, an issue likely to dominate East-West relations this year.",<triplet> U.S. <subj> Soviet negotiators <obj> Consult <triplet> Soviet negotiators <subj> U.S. <obj> Consult <triplet> U.S. <subj> Geneva <obj> Consult <triplet> Soviet negotiators <subj> Geneva <obj> Consult,"U.S. and Soviet negotiators return to Geneva this week for talk on limiting the number of European-based nuclear missiles, an issue likely to dominate East-West relations this year."
95,Arab League Secretary General Chadli Klibi undertook mediation mission between Syria and Palestinian leader Yasser Arafat.,<triplet> Arab League Secretary General Chadli Klibi <subj> Syria <obj> Consult <triplet> Arab League Secretary General Chadli Klibi <subj> Palestinian leader Yasser Arafat <obj> Consult,2,False,Arab League Secretary General Chadli Klibi undertook mediation mission between Syria and Palestinian leader Yasser Arafat.,<triplet> Arab League Secretary General Chadli Klibi <subj> Syria <obj> Consult <triplet> Arab League Secretary General Chadli Klibi <subj> Palestinian leader Yasser Arafat <obj> Consult,Arab League Secretary General Chadli Klibi undertook mediation mission between Syria and Palestinian leader Yasser Arafat.
96,"Quatar’s emir, Sheikh Hamad bin Khalifa al-Thani launched a mediation effort on Saturday between the Emirates and Saudi Arabia whose ties have been strained by Riyadh’s new friendship with Tehran","<triplet> Riyadh <subj> Tehran <obj> Engage In Diplomatic Cooperation <triplet> Quatar’s emir, Sheikh Hamad bin Khalifa al-Thani <subj> the Emirates <obj> Consult <triplet> Quatar’s emir, Sheikh Hamad bin Khalifa al-Thani <subj> Saudi Arabia <obj> Consult",3,False,"Quatar’s emir, Sheikh Hamad bin Khalifa al-Thani launched a mediation effort on Saturday between the Emirates and Saudi Arabia whose ties have been strained by Riyadh’s new friendship with Tehran","<triplet> Riyadh <subj> Tehran <obj> Engage In Diplomatic Cooperation <triplet> Quatar’s emir, Sheikh Hamad bin Khalifa al-Thani <subj> the Emirates <obj> Consult <triplet> Quatar’s emir, Sheikh Hamad bin Khalifa al-Thani <subj> Saudi Arabia <obj> Consult","Quatar’s emir, Sheikh Hamad bin Khalifa al-Thani launched a mediation effort on Saturday between the Emirates and Saudi Arabia whose ties have been strained by Riyadh’s new friendship with Tehran"
97,Israel and Lebanon renewed negotiations today on an Israeli troop pullback from Lebanon and their future relations.,<triplet> Israel <subj> Lebanon <obj> Consult <triplet> Lebanon <subj> Israel <obj> Consult,2,False,Israel and Lebanon renewed negotiations today on an Israeli troop pullback from Lebanon and their future relations.,<triplet> Israel <subj> Lebanon <obj> Consult <triplet> Lebanon <subj> Israel <obj> Consult,Israel and Lebanon renewed negotiations today on an Israeli troop pullback from Lebanon and their future relations.
98,"French National Assembly president Laurent Fabius and a group of deputies held talks with leaders of Romania’s new government on Tuesday, the first high level Western delegation to visit Bucharest since last month’s revolution.",<triplet> French National Assembly president Laurent Fabius <subj> leaders of Romania’s new government <obj> Consult <triplet> leaders of Romania’s new government <subj> French National Assembly president Laurent Fabius <obj> Consult <triplet> a group of deputies <subj> leaders of Romania’s new government <obj> Consult <triplet> leaders of Romania’s new government <subj> a group of deputies <obj> Consult,4,False,"French National Assembly president Laurent Fabius and a group of deputies held talks with leaders of Romania’s new government on Tuesday, the first high level Western delegation to visit Bucharest since last month’s revolu_x0002_tion.",<triplet> French National Assembly president Laurent Fabius <subj> leaders of Romania’s new government <obj> Consult <triplet> leaders of Romania’s new government <subj> French National Assembly president Laurent Fabius <obj> Consult <triplet> a group of deputies <subj> leaders of Romania’s new government <obj> Consult <triplet> leaders of Romania’s new government <subj> a group of deputies <obj> Consult,"French National Assembly president Laurent Fabius and a group of deputies held talks with leaders of Romania’s new government on Tuesday, the first high level Western delegation to visit Bucharest since last month’s revolution."
99,"Czechoslovakia and Albania have upgraded their diplomatic ties back up to ambassadorial level after an 18-year break, the official CTK news agency said on Wednesday.",<triplet> the official CTK news agency <subj> Czechoslovakia <obj> Make Public Statement <triplet> the official CTK news agency <subj> Albania <obj> Make Public Statement <triplet> Czechoslovakia <subj> Albania <obj> Engage In Diplomatic Cooperation <triplet> Albania <subj> Czechoslovakia <obj> Engage In Diplomatic Cooperation,4,False,"Czechoslovakia and Albania have upgraded their diplomatic ties back up to ambassadorial level after an 18-year break, the official CTK news agency said on Wednesday.",<triplet> the official CTK news agency <subj> Czechoslovakia <obj> Make Public Statement <triplet> the official CTK news agency <subj> Albania <obj> Make Public Statement <triplet> Czechoslovakia <subj> Albania <obj> Engage In Diplomatic Cooperation <triplet> Albania <subj> Czechoslovakia <obj> Engage In Diplomatic Cooperation,"Czechoslovakia and Albania have upgraded their diplomatic ties back up to ambassadorial level after an 18-year break, the official CTK news agency said on Wednesday."
100,A top U.S. official today praised Haiti’s efforts to improve its record on human rights and said it was an important partner for the United States.,<triplet> A top U.S. official <subj> Haiti’s efforts <obj> Engage In Diplomatic Cooperation,1,False,A top U.S. official today praised Haiti’s efforts to improve its record on human rights and said it was an important partner for the United States.,<triplet> A top U.S. official <subj> Haiti’s efforts <obj> Engage In Diplomatic Cooperation,A top U.S. official today praised Haiti’s efforts to improve its record on human rights and said it was an important partner for the United States.
101,The West German government today welcomed President Reagan’s latestpolicy statement as proof of Washington’s earnest wish for a settlement tobe reached in U.S.-Soviet nuclear talks.,"<triplet> President Reagan’s latest
policy statement <subj> U.S.-Soviet nuclear talks <obj> Express Intent to Cooperate <triplet> The West German government <subj> President Reagan’s latest
policy statement <obj> Engage In Diplomatic Cooperation",2,False,"The West German government today welcomed President Reagan’s latest
policy statement as proof of Washington’s earnest wish for a settlement to
be reached in U.S.-Soviet nuclear talks.","<triplet> President Reagan’s latest
policy statement <subj> U.S.-Soviet nuclear talks <obj> Express Intent to Cooperate <triplet> The West German government <subj> President Reagan’s latest
policy statement <obj> Engage In Diplomatic Cooperation",The West German government today welcomed President Reagan’s latestpolicy statement as proof of Washington’s earnest wish for a settlement tobe reached in U.S.-Soviet nuclear talks.
102,"The United States on Thursday defended the right of Soviet troops to fire protectively on militants in Azerbaijan and insisted unrest there reflected age-old ethnic tensions, not a fight for political independence",<triplet> The United States <subj> Soviet troops <obj> Engage In Diplomatic Cooperation <triplet> Soviet troops <subj> militants in Azerbaijan <obj> Fight,2,False,"The United States on Thursday defended the right of Soviet troops to fire protectively on militants in Azerbaijan and insisted unrest there reflected age-old ethnic tensions, not a fight for political independence",<triplet> The United States <subj> Soviet troops <obj> Engage In Diplomatic Cooperation <triplet> Soviet troops <subj> militants in Azerbaijan <obj> Fight,"The United States on Thursday defended the right of Soviet troops to fire protectively on militants in Azerbaijan and insisted unrest there reflected age-old ethnic tensions, not a fight for political independence"
103,Palestinian leader Yasser Arafat defended Iraq and Libya on Friday against Western criticism of their arms industries and said the West was applying double standards on human rights,<triplet> Palestinian leader Yasser Arafat <subj> Iraq <obj> Engage In Diplomatic Cooperation <triplet> Palestinian leader Yasser Arafat <subj> Libya <obj> Engage In Diplomatic Cooperation <triplet> Western criticism <subj> Iraq <obj> Disapprove <triplet> Western criticism <subj> Libya <obj> Disapprove <triplet> Palestinian leader Yasser Arafat <subj> the West <obj> Disapprove,5,False,Palestinian leader Yasser Arafat defended Iraq and Libya on Friday against Western criticism of their arms industries and said the West was applying double standards on human rights,<triplet> Palestinian leader Yasser Arafat <subj> Iraq <obj> Engage In Diplomatic Cooperation <triplet> Palestinian leader Yasser Arafat <subj> Libya <obj> Engage In Diplomatic Cooperation <triplet> Western criticism <subj> Iraq <obj> Disapprove <triplet> Western criticism <subj> Libya <obj> Disapprove <triplet> Palestinian leader Yasser Arafat <subj> the West <obj> Disapprove,Palestinian leader Yasser Arafat defended Iraq and Libya on Friday against Western criticism of their arms industries and said the West was applying double standards on human rights
104,"Arab League Secretary-General Chedli Klibi today urged the European Community to support the Palestinian Liberation Organization (PLO), which he said would create a favorable climate for peace talks.",<triplet> Arab League Secretary-General Chedli Klibi <subj> the Palestinian Liberation Organization (PLO) <obj> Engage In Diplomatic Cooperation <triplet> Arab League Secretary-General Chedli Klibi <subj> the European Community <obj> Appeal,2,False,"Arab League Secretary-General Chedli Klibi today urged the European Com_x0002_munity to support the Palestinian Liberation Organization (PLO), which he said would create a favorable climate for peace talks.",<triplet> Arab League Secretary-General Chedli Klibi <subj> the Palestinian Liberation Organization (PLO) <obj> Engage In Diplomatic Cooperation <triplet> Arab League Secretary-General Chedli Klibi <subj> the European Community <obj> Appeal,"Arab League Secretary-General Chedli Klibi today urged the European Community to support the Palestinian Liberation Organization (PLO), which he said would create a favorable climate for peace talks."
105,"Saudi Arabia has mobilized pressure groups in the United States to help support the rights of Palestinians in their struggle against Israel, a top minister said in comments published Thursday.",<triplet> a top minister <subj> Saudi Arabia <obj> Make Public Statement <triplet> a top minister <subj> pressure groups in the United States <obj> Make Public Statement <triplet> a top minister <subj> the rights of Palestinians <obj> Make Public Statement <triplet> the rights of Palestinians <subj> Israel <obj> Disapprove <triplet> pressure groups in the United States <subj> the rights of Palestinians <obj> Engage In Diplomatic Cooperation,5,False,"Saudi Arabia has mobilized pressure groups in the United States to help sup_x0002_port the rights of Palestinians in their struggle against Israel, a top minister said in comments published Thursday.",<triplet> a top minister <subj> Saudi Arabia <obj> Make Public Statement <triplet> a top minister <subj> pressure groups in the United States <obj> Make Public Statement <triplet> a top minister <subj> the rights of Palestinians <obj> Make Public Statement <triplet> the rights of Palestinians <subj> Israel <obj> Disapprove <triplet> pressure groups in the United States <subj> the rights of Palestinians <obj> Engage In Diplomatic Cooperation,"Saudi Arabia has mobilized pressure groups in the United States to help support the rights of Palestinians in their struggle against Israel, a top minister said in comments published Thursday."
106,"Sri Lanka has established diplomatic ties with and opened an embassy in Tehran, the foreign ministry said on Wednesday",<triplet> Sri Lanka <subj> Tehran <obj> Engage In Diplomatic Cooperation <triplet> the foreign ministry <subj> Sri Lanka <obj> Make Public Statement <triplet> the foreign ministry <subj> Tehran <obj> Make Public Statement,3,False,"Sri Lanka has established diplomatic ties with and opened an embassy in Tehran, the foreign ministry said on Wednesday",<triplet> Sri Lanka <subj> Tehran <obj> Engage In Diplomatic Cooperation <triplet> the foreign ministry <subj> Sri Lanka <obj> Make Public Statement <triplet> the foreign ministry <subj> Tehran <obj> Make Public Statement,"Sri Lanka has established diplomatic ties with and opened an embassy in Tehran, the foreign ministry said on Wednesday"
107,"Argentina has apologized to Brazil for one of its gunboats intercepting a Brazilian ship in the Beagle Channel, disputed by Argentina and Chile.",<triplet> Argentina <subj> Brazil <obj> Engage In Diplomatic Cooperation <triplet> its gunboats <subj> a Brazilian ship <obj> Coerce <triplet> Argentina <subj> Chile <obj> Fight <triplet> Chile <subj> Argentina <obj> Fight,4,False,"Argentina has apologized to Brazil for one of its gunboats intercepting a Brazilian ship in the Beagle Channel, disputed by Argentina and Chile.",<triplet> Argentina <subj> Brazil <obj> Engage In Diplomatic Cooperation <triplet> its gunboats <subj> a Brazilian ship <obj> Coerce <triplet> Argentina <subj> Chile <obj> Fight <triplet> Chile <subj> Argentina <obj> Fight,"Argentina has apologized to Brazil for one of its gunboats intercepting a Brazilian ship in the Beagle Channel, disputed by Argentina and Chile."
108,A group of Yoruba leaders announced yesterday that they are willing to forgive President Olusegun Obasanjo and queue behind him for a second term,<triplet> A group of Yoruba leaders <subj> President Olusegun Obasanjo <obj> Engage In Diplomatic Cooperation,1,False,A group of Yoruba leaders announced yesterday that they are willing to forgive President Olusegun Obasanjo and queue behind him for a second term,<triplet> A group of Yoruba leaders <subj> President Olusegun Obasanjo <obj> Engage In Diplomatic Cooperation,A group of Yoruba leaders announced yesterday that they are willing to forgive President Olusegun Obasanjo and queue behind him for a second term
109,"Libyan leader Muammar Gaddafi and Bulgarian President Todor Zhivkov today signed a treaty of friendship and cooperation, the BTA reported.",<triplet> Libyan leader Muammar Gaddafi <subj> Bulgarian President Todor Zhivkov <obj> Engage In Diplomatic Cooperation <triplet> Bulgarian President Todor Zhivkov <subj> Libyan leader Muammar Gaddafi <obj> Engage In Diplomatic Cooperation <triplet> the BTA <subj> Libyan leader Muammar Gaddafi <obj> Make Public Statement <triplet> the BTA <subj> Bulgarian President Todor Zhivkov <obj> Make Public Statement,4,False,"Libyan leader Muammar Gaddafi and Bulgarian President Todor Zhivkov today signed a treaty of friendship and cooperation, the BTA reported.",<triplet> Libyan leader Muammar Gaddafi <subj> Bulgarian President Todor Zhivkov <obj> Engage In Diplomatic Cooperation <triplet> Bulgarian President Todor Zhivkov <subj> Libyan leader Muammar Gaddafi <obj> Engage In Diplomatic Cooperation <triplet> the BTA <subj> Libyan leader Muammar Gaddafi <obj> Make Public Statement <triplet> the BTA <subj> Bulgarian President Todor Zhivkov <obj> Make Public Statement,"Libyan leader Muammar Gaddafi and Bulgarian President Todor Zhivkov today signed a treaty of friendship and cooperation, the BTA reported."
110,"Czechoslovakia and China signed an agreement today to increase trade in 1983 by 50 percent compared with last year, the official Czechoslovak news agency Ceteka said today.",<triplet> the official Czechoslovak news agency Ceteka <subj> Czechoslovakia <obj> Make Public Statement <triplet> the official Czechoslovak news agency Ceteka <subj> China <obj> Make Public Statement <triplet> Czechoslovakia <subj> China <obj> Engage In Diplomatic Cooperation <triplet> China <subj> Czechoslovakia <obj> Engage In Diplomatic Cooperation,4,False,"Czechoslovakia and China signed an agreement today to increase trade in 1983 by 50 percent compared with last year, the official Czechoslovak news agency Ceteka said today.",<triplet> the official Czechoslovak news agency Ceteka <subj> Czechoslovakia <obj> Make Public Statement <triplet> the official Czechoslovak news agency Ceteka <subj> China <obj> Make Public Statement <triplet> Czechoslovakia <subj> China <obj> Engage In Diplomatic Cooperation <triplet> China <subj> Czechoslovakia <obj> Engage In Diplomatic Cooperation,"Czechoslovakia and China signed an agreement today to increase trade in 1983 by 50 percent compared with last year, the official Czechoslovak news agency Ceteka said today."
111,Taliban ruled Afghanistan has been sharing expertise with the Liberation Tigers of Tamil Eelam according to a special report submitted to the Canadian Security Intelligence Service,<triplet> a special report submitted to the Canadian Security Intelligence Service <subj> Taliban ruled Afghanistan <obj> Make Public Statement <triplet> a special report submitted to the Canadian Security Intelligence Service <subj> the Liberation Tigers of Tamil Eelam <obj> Make Public Statement <triplet> Taliban ruled Afghanistan <subj> the Liberation Tigers of Tamil Eelam <obj> Engage In Material Cooperation <triplet> the Liberation Tigers of Tamil Eelam <subj> Taliban ruled Afghanistan <obj> Engage In Material Cooperation,4,False,Taliban ruled Afghanistan has been sharing expertise with the Liberation Tigers of Tamil Eelam according to a special report submitted to the Cana_x0002_dian Security Intelligence Service,<triplet> a special report submitted to the Canadian Security Intelligence Service <subj> Taliban ruled Afghanistan <obj> Make Public Statement <triplet> a special report submitted to the Canadian Security Intelligence Service <subj> the Liberation Tigers of Tamil Eelam <obj> Make Public Statement <triplet> Taliban ruled Afghanistan <subj> the Liberation Tigers of Tamil Eelam <obj> Engage In Material Cooperation <triplet> the Liberation Tigers of Tamil Eelam <subj> Taliban ruled Afghanistan <obj> Engage In Material Cooperation,Taliban ruled Afghanistan has been sharing expertise with the Liberation Tigers of Tamil Eelam according to a special report submitted to the Canadian Security Intelligence Service
112,"European foreign direct investment flows in Latin America and the Caribbean rose more than eightfold during the second half of the 1990s compared with the first half of that decade, according to a study presented in Paris by the Inter-American Development Bank.",<triplet> a study presented in Paris by the Inter-American Development Bank <subj> European foreign direct investment flows <obj> Make Public Statement <triplet> a study presented in Paris by the Inter-American Development Bank <subj> Latin America <obj> Make Public Statement <triplet> a study presented in Paris by the Inter-American Development Bank <subj> the Caribbean <obj> Make Public Statement <triplet> European foreign direct investment flows <subj> Latin America <obj> Engage In Material Cooperation <triplet> European foreign direct investment flows <subj> the Caribbean <obj> Engage In Material Cooperation,5,False,"European foreign direct investment flows in Latin America and the Caribbean rose more than eightfold during the second half of the 1990s compared with the first half of that decade, according to a study presented in Paris by the Inter-American Development Bank.",<triplet> a study presented in Paris by the Inter-American Development Bank <subj> European foreign direct investment flows <obj> Make Public Statement <triplet> a study presented in Paris by the Inter-American Development Bank <subj> Latin America <obj> Make Public Statement <triplet> a study presented in Paris by the Inter-American Development Bank <subj> the Caribbean <obj> Make Public Statement <triplet> European foreign direct investment flows <subj> Latin America <obj> Engage In Material Cooperation <triplet> European foreign direct investment flows <subj> the Caribbean <obj> Engage In Material Cooperation,"European foreign direct investment flows in Latin America and the Caribbean rose more than eightfold during the second half of the 1990s compared with the first half of that decade, according to a study presented in Paris by the Inter-American Development Bank."
113,"French and Egyptian warships on Monday launched 10 days of war games in the Mediterranean Sea, expected to be joined later by Italian and German vessels, the French embassy said Monday",<triplet> French <subj> Egyptian warships <obj> Engage In Material Cooperation <triplet> Egyptian warships <subj> French <obj> Engage In Material Cooperation <triplet> the French embassy <subj> French <obj> Make Public Statement <triplet> the French embassy <subj> Egyptian warships <obj> Make Public Statement <triplet> the French embassy <subj> Italian <obj> Make Public Statement <triplet> the French embassy <subj> German vessels <obj> Make Public Statement,6,False,"French and Egyptian warships on Monday launched 10 days of war games in the Mediterranean Sea, expected to be joined later by Italian and German vessels, the French embassy said Monday",<triplet> French <subj> Egyptian warships <obj> Engage In Material Cooperation <triplet> Egyptian warships <subj> French <obj> Engage In Material Cooperation <triplet> the French embassy <subj> French <obj> Make Public Statement <triplet> the French embassy <subj> Egyptian warships <obj> Make Public Statement <triplet> the French embassy <subj> Italian <obj> Make Public Statement <triplet> the French embassy <subj> German vessels <obj> Make Public Statement,"French and Egyptian warships on Monday launched 10 days of war games in the Mediterranean Sea, expected to be joined later by Italian and German vessels, the French embassy said Monday"
114,"Zambia extradited suspected British militant Haroon Rashid Aswad to Britain on Sunday, a senior Zambian government official said.",<triplet> Zambia <subj> Britain <obj> Engage In Material Cooperation <triplet> a senior Zambian government official <subj> Zambia <obj> Make Public Statement <triplet> a senior Zambian government official <subj> Britain <obj> Make Public Statement,3,False,"Zambia extradited suspected British militant Haroon Rashid Aswad to Britain on Sunday, a senior Zambian government official said.",<triplet> Zambia <subj> Britain <obj> Engage In Material Cooperation <triplet> a senior Zambian government official <subj> Zambia <obj> Make Public Statement <triplet> a senior Zambian government official <subj> Britain <obj> Make Public Statement,"Zambia extradited suspected British militant Haroon Rashid Aswad to Britain on Sunday, a senior Zambian government official said."
115,"Israeli intelligence officials have shared evidence with the U.S. about contacts between al Qaeda and senior members of Saddam Hussein’s Ba’ath Party, according to governmental officials.",<triplet> Israeli intelligence officials <subj> the U.S. <obj> Engage In Material Cooperation <triplet> Israeli intelligence officials <subj> al Qaeda <obj> Investigate <triplet> Israeli intelligence officials <subj> senior members of Saddam Hussein’s Ba’ath Party <obj> Investigate <triplet> governmental officials <subj> Israeli intelligence officials <obj> Make Public Statement <triplet> governmental officials <subj> the U.S. <obj> Make Public Statement <triplet> governmental officials <subj> al Qaeda <obj> Make Public Statement <triplet> governmental officials <subj> senior members of Saddam Hussein’s Ba’ath Party <obj> Make Public Statement <triplet> al Qaeda <subj> senior members of Saddam Hussein’s Ba’ath Party <obj> Consult,8,False,"Israeli intelligence officials have shared evidence with the U.S. about contacts between al Qaeda and senior members of Saddam Hussein’s Ba’ath Party, according to governmental officials.",<triplet> Israeli intelligence officials <subj> the U.S. <obj> Engage In Material Cooperation <triplet> Israeli intelligence officials <subj> al Qaeda <obj> Investigate <triplet> Israeli intelligence officials <subj> senior members of Saddam Hussein’s Ba’ath Party <obj> Investigate <triplet> governmental officials <subj> Israeli intelligence officials <obj> Make Public Statement <triplet> governmental officials <subj> the U.S. <obj> Make Public Statement <triplet> governmental officials <subj> al Qaeda <obj> Make Public Statement <triplet> governmental officials <subj> senior members of Saddam Hussein’s Ba’ath Party <obj> Make Public Statement <triplet> al Qaeda <subj> senior members of Saddam Hussein’s Ba’ath Party <obj> Consult,"Israeli intelligence officials have shared evidence with the U.S. about contacts between al Qaeda and senior members of Saddam Hussein’s Ba’ath Party, according to governmental officials."
116,"Doctors from two American aid groups donated and personally delivered $50,000 worth of goods to Baghdad University Medical School, risking as much as 12 years in prison and $500,000 in fines.",<triplet> Doctors from two American aid groups <subj> Baghdad University Medical School <obj> Provide Aid,1,False,"Doctors from two American aid groups donated and personally delivered $50,000 worth of goods to Baghdad University Medical School, risking as much as 12 years in prison and $500,000 in fines.",<triplet> Doctors from two American aid groups <subj> Baghdad University Medical School <obj> Provide Aid,"Doctors from two American aid groups donated and personally delivered $50,000 worth of goods to Baghdad University Medical School, risking as much as 12 years in prison and $500,000 in fines."
117,The European Community on Monday gave the Ivory Coast 5.1 million dollars of aid for agricultural development projects.,<triplet> The European Community <subj> Ivory Coast <obj> Provide Aid,1,False,The European Community on Monday gave the Ivory Coast 5.1 million dollars of aid for agricultural development projects.,<triplet> The European Community <subj> Ivory Coast <obj> Provide Aid,The European Community on Monday gave the Ivory Coast 5.1 million dollars of aid for agricultural development projects.
118,"The United States continued to send arms to Pakistan last year, a State Department Spokesman said Wednesday",<triplet> The United States <subj> Pakistan <obj> Provide Aid <triplet> a State Department Spokesman <subj> The United States <obj> Make Public Statement <triplet> a State Department Spokesman <subj> Pakistan <obj> Make Public Statement,3,False,"The United States continued to send arms to Pakistan last year, a State Department Spokesman said Wednesday",<triplet> The United States <subj> Pakistan <obj> Provide Aid <triplet> a State Department Spokesman <subj> The United States <obj> Make Public Statement <triplet> a State Department Spokesman <subj> Pakistan <obj> Make Public Statement,"The United States continued to send arms to Pakistan last year, a State Department Spokesman said Wednesday"
119,"The United States is providing aerial photographs and other military intelligence to Macedonia which is preparing a major offensive against ethnic Albanian guerrillas, the Washington Post said Wednesday",<triplet> The United States <subj> Macedonia <obj> Engage In Material Cooperation <triplet> the Washington Post <subj> The United States <obj> Make Public Statement <triplet> the Washington Post <subj> Macedonia <obj> Make Public Statement <triplet> the Washington Post <subj> ethnic Albanian guerrillas <obj> Make Public Statement <triplet> Macedonia <subj> ethnic Albanian guerrillas <obj> Fight,5,False,"The United States is providing aerial photographs and other military in_x0002_telligence to Macedonia which is preparing a major offensive against ethnic Albanian guerrillas, the Washington Post said Wednesday",<triplet> The United States <subj> Macedonia <obj> Engage In Material Cooperation <triplet> the Washington Post <subj> The United States <obj> Make Public Statement <triplet> the Washington Post <subj> Macedonia <obj> Make Public Statement <triplet> the Washington Post <subj> ethnic Albanian guerrillas <obj> Make Public Statement <triplet> Macedonia <subj> ethnic Albanian guerrillas <obj> Fight,"The United States is providing aerial photographs and other military intelligence to Macedonia which is preparing a major offensive against ethnic Albanian guerrillas, the Washington Post said Wednesday"
120,"Swiss doctors handed over 700 kg of medicine to the Red Crescent in Bam, Iran, according to the Swiss Agency for Development and Cooperation.","<triplet> the Swiss Agency for Development and Cooperation <subj> Swiss doctors <obj> Make Public Statement <triplet> the Swiss Agency for Development and Cooperation <subj> Red Crescent in Bam, Iran <obj> Make Public Statement <triplet> Swiss doctors <subj> Red Crescent in Bam, Iran <obj> Provide Aid",3,False,"Swiss doctors handed over 700 kg of medicine to the Red Crescent in Bam, Iran, according to the Swiss Agency for Development and Cooperation.","<triplet> the Swiss Agency for Development and Cooperation <subj> Swiss doctors <obj> Make Public Statement <triplet> the Swiss Agency for Development and Cooperation <subj> Red Crescent in Bam, Iran <obj> Make Public Statement <triplet> Swiss doctors <subj> Red Crescent in Bam, Iran <obj> Provide Aid","Swiss doctors handed over 700 kg of medicine to the Red Crescent in Bam, Iran, according to the Swiss Agency for Development and Cooperation."
121,"Benin opened its borders today to most West Africans ordered out of Nigeria as illegal aliens, but was still refusing admittance to Ghanaians, by far the biggest group involved, Benin police said",<triplet> Benin police <subj> West Africans <obj> Make Public Statement <triplet> Benin police <subj> Benin <obj> Make Public Statement <triplet> Benin police <subj> Nigeria <obj> Make Public Statement <triplet> Benin police <subj> Ghanaians <obj> Make Public Statement <triplet> Benin <subj> West Africans <obj> Provide Aid <triplet> Nigeria <subj> West Africans <obj> Disapprove <triplet> Benin <subj> Ghanaians <obj> Reject,7,False,"Benin opened its borders today to most West Africans ordered out of Nigeria as illegal aliens, but was still refusing admittance to Ghanaians, by far the biggest group involved, Benin police said",<triplet> Benin police <subj> West Africans <obj> Make Public Statement <triplet> Benin police <subj> Benin <obj> Make Public Statement <triplet> Benin police <subj> Nigeria <obj> Make Public Statement <triplet> Benin police <subj> Ghanaians <obj> Make Public Statement <triplet> Benin <subj> West Africans <obj> Provide Aid <triplet> Nigeria <subj> West Africans <obj> Disapprove <triplet> Benin <subj> Ghanaians <obj> Reject,"Benin opened its borders today to most West Africans ordered out of Nigeria as illegal aliens, but was still refusing admittance to Ghanaians, by far the biggest group involved, Benin police said"
122,U.N. helicopters evacuated the wounded from the besieged Bosnian town of Gorazde on Friday.,<triplet> U.N. helicopters <subj> the wounded <obj> Provide Aid,1,False,U.N. helicopters evacuated the wounded from the besieged Bosnian town of Gorazde on Friday.,<triplet> U.N. helicopters <subj> the wounded <obj> Provide Aid,U.N. helicopters evacuated the wounded from the besieged Bosnian town of Gorazde on Friday.
123,"The first deployment of NATO peacekeeping troops have arrived in Bosnia, Defense Secretary William Perry said.",<triplet> Defense Secretary William Perry <subj> NATO peacekeeping troops <obj> Make Public Statement <triplet> Defense Secretary William Perry <subj> Bosnia <obj> Make Public Statement <triplet> NATO peacekeeping troops <subj> Bosnia <obj> Provide Aid,3,False,"The first deployment of NATO peacekeeping troops have arrived in Bosnia, Defense Secretary William Perry said.",<triplet> Defense Secretary William Perry <subj> NATO peacekeeping troops <obj> Make Public Statement <triplet> Defense Secretary William Perry <subj> Bosnia <obj> Make Public Statement <triplet> NATO peacekeeping troops <subj> Bosnia <obj> Provide Aid,"The first deployment of NATO peacekeeping troops have arrived in Bosnia, Defense Secretary William Perry said."
124,"Peru has granted diplomatic asylum to five Panamanian army officers holed up in a diplomatic residence since last month’s U.S. invasion, the Peruvian embassy said on Tuesda",<triplet> U.S. invasion <subj> five Panamanian army officers <obj> Fight <triplet> Peru <subj> five Panamanian army officers <obj> Provide Aid <triplet> the Peruvian embassy <subj> Peru <obj> Make Public Statement <triplet> the Peruvian embassy <subj> five Panamanian army officers <obj> Make Public Statement <triplet> the Peruvian embassy <subj> U.S. invasion <obj> Make Public Statement,5,False,"Peru has granted diplomatic asylum to five Panamanian army officers holed up in a diplomatic residence since last month’s U.S. invasion, the Peruvian embassy said on Tuesda",<triplet> U.S. invasion <subj> five Panamanian army officers <obj> Fight <triplet> Peru <subj> five Panamanian army officers <obj> Provide Aid <triplet> the Peruvian embassy <subj> Peru <obj> Make Public Statement <triplet> the Peruvian embassy <subj> five Panamanian army officers <obj> Make Public Statement <triplet> the Peruvian embassy <subj> U.S. invasion <obj> Make Public Statement,"Peru has granted diplomatic asylum to five Panamanian army officers holed up in a diplomatic residence since last month’s U.S. invasion, the Peruvian embassy said on Tuesda"
