,text,label
469,Putin says world faces the most dangerous decade sine World War II.,<triplet> Putin <subj> world <obj> Make Public Statement
470,"Putin played down a nuclear standoff, insisting Russia had not threatened to use nuclear weapons and had only responded to nuclear “blackmail” from Western leaders.",<triplet> Putin <subj> Western leaders <obj> Make Public Statement
471,Putin oversees Russia nuclear exercises.,<triplet> Putin <subj> Russia nuclear exercises <obj> Investigate
472,Vladimir Putin has overseen annual exercises by Russia's strategic nuclear forces as Vladimir Putin's invasion of Ukraine falters.,<triplet> Vladimir Putin <subj> Ukraine <obj> Fight <triplet> Vladimir Putin <subj> Russia's strategic nuclear forces <obj> Investigate
473,Intruder shouted 'where is Nancy?' in attack on US Speaker Pelosi's husband - reports.,<triplet> Intruder <subj> Nancy <obj> Make Public Statement <triplet> Intruder <subj> US Speaker Pelosi's husband <obj> Fight
474,US Speaker Pelosi's's husband was attacked by Intruder in their California home on Friday.,<triplet> Intruder <subj> US Speaker Pelosi's's husband <obj> Fight
475,Twitter's management begins to exit as Elon Musk seals Elon Musk's takeover of Twitter.,<triplet> Elon Musk <subj> Twitter's management <obj> Reduce Relations
476,Iran protests: Police sacked after clashes in Zahedan.,<triplet> Police <subj> Iran protests <obj> Fight
477,Taiwan invites Chinese vets to treat beloved panda.,<triplet> Taiwan <subj> Chinese vets <obj> Appeal
478,"beloved panda was gifted to Taiwan by Beijing in 2008, but relations have soured between the neighbours.",<triplet> Beijing <subj> Taiwan <obj> Engage In Material Cooperation
479,Gisele Bundchen and Tom Brady announce divorce.,<triplet> Gisele Bundchen <subj> Tom Brady <obj> Reduce Relations
480,A British man is saved by a Dutch fishing boat after A British man's kayak capsized miles off the French coast.,<triplet> a Dutch fishing boat <subj> A British man <obj> Provide Aid
481,A look at why Hu Jintao's was led out of the Communist Party Congress.,<triplet> the Communist Party Congress <subj> Hu Jintao <obj> Coerce
482,"Ukrainian troops are continuing Ukrainian troops's arduous advance towards Kherson, after Ukrainian troops's lightning gains in the Kharkiv region in September.",<triplet> Ukrainian troops <subj> Kharkiv region <obj> Fight <triplet> Ukrainian troops <subj> Kherson <obj> Fight
483,Analysts say a Ukrainian victory is likely.,<triplet> Analysts <subj> Ukrainian <obj> Make Public Statement
484,But Analysts caution that a counter-offensive will be much harder than Ukrainian troops – especially because so much is at stake for Putin.,<triplet> Analysts <subj> Ukrainian troops <obj> Make Public Statement <triplet> Analysts <subj> Putin <obj> Make Public Statement
485,"Russia has Russia's mobilisation of 300,000 troops 300,000 reservists, defence minister says.","<triplet> defence minister <subj> 300,000 troops <obj> Make Public Statement <triplet> defence minister <subj> Russia <obj> Make Public Statement"
486,"Russia's mobilisation of 300,000 troops has been ""completed"" in just over a month, defence minister said on Friday.","<triplet> defence minister <subj> Russia <obj> Make Public Statement <triplet> defence minister <subj> 300,000 troops <obj> Make Public Statement"
487," defence minister's comments came a day after the Russia head of the Crimea region said that the evacuation of civilians from occupied Kherson had been ""completed"".",<triplet>  the Russia head of the Crimea regio <subj>  civilian <obj> Make Public Statement
488,"On Thursday night, US President Joe Biden condemned Russian President Vladimir Putin's commentary on the possibility of using a nuclear weapon in Ukraine as 'dangerous'.",<triplet>  Russian President Vladimir Puti <subj>  Ukrain <obj> Threaten <triplet>  US President Joe Bide <subj>  Russian President Vladimir Puti <obj> Disapprove
489,UK to call Northern Ireland election within 12 weeks in bid to break political stalemate.,<triplet> UK <subj> Northern Ireland <obj> Demand
490,The British government on Friday promised to call a fresh election to Northern Ireland's devolved parliament within the next 12 weeks in a bid to break a political stalemate that could eventually leave Northern Ireland facing direct rule from London.,<triplet> The British government <subj> Northern Ireland's devolved parliament <obj> Demand
491,Spain prosecutors drop corruption and fraud charges against Neymar.,<triplet> Spain prosecutors <subj> Neymar <obj> Yield
492,Prosecutors in Spain on Friday dropped corruption and fraud charges against Neymar and others accused in a trial over Neymar's 2013 move from Santos to Barcelona.,<triplet> Prosecutors in Spain <subj> Neymar <obj> Yield <triplet> Prosecutors in Spain <subj> others accused <obj> Yield
493,"Iran withholding bodies of slain protesters from families, says UN rights office.",<triplet> Iran <subj> families <obj> Reject <triplet> UN rights office <subj> Iran <obj> Make Public Statement <triplet> UN rights office <subj> families <obj> Make Public Statement <triplet> Iran <subj> protesters <obj> Fight
494,UN rights office on Friday voiced concern about Iran's treatment of detained protesters and said that authorities were refusing to release some of the bodies of slain protesters.,<triplet> UN rights office <subj> Iran <obj> Make Public Statement <triplet> Iran <subj> detained protesters <obj> Coerce
495,North Korea fires ballistic missiles toward sea as US issues warning over nuke use.,<triplet> North Korea <subj> sea <obj> Exhibit Military Posture <triplet> US <subj> North Korea <obj> Make Public Statement
496,How zoning laws allow the Israeli Army to demolish Palestinian villages.,<triplet> Israeli Army <subj> Palestinian villages <obj> Fight <triplet> zoning laws <subj> Israeli Army <obj> Yield
497,More than a thousand Bedouin Palestinians living in the hills of Mount Hebron in the West Bank are at risk of losing More than a thousand Bedouin Palestinians living in the hills of Mount Hebron in the West Bank's homes under zoning laws that allow the Israeli Defense Forces (IDF) to evict More than a thousand Bedouin Palestinians living in the hills of Mount Hebron in the West Bank at any time.,<triplet> zoning laws <subj> Israeli Defense Forces (IDF) <obj> Yield <triplet> Israeli Defense Forces (IDF) <subj> More than a thousand Bedouin Palestinians <obj> Coerce
498,"In early May, the Israeli Supreme Court rejected a petition to reclassify the hills of Mount Hebron in the West Bank, meaning residents continue to live in fear of being forced out.",<triplet> the Israeli Supreme Court <subj> a petition <obj> Reject
499,"But once in Qatar, thousands of migrant workers have often experienced exploitation: unpaid wages, confiscated passports and extreme working conditions that have led to several thousands of deaths, according to various NGOs.",<triplet> Qatar <subj> thousands of migrant workers <obj> Coerce
500,"Some migrant workers explain how Some migrant workers's Qatari dream has turned into a nightmare, even if Doha also offers some opportunities for upward social mobility.",<triplet> Some migrant workers <subj> Qatari <obj> Make Public Statement <triplet> Some migrant workers <subj> Doha <obj> Make Public Statement
501,CSTO Secretary-General Stanislav Zas made a report on the work of the CSTO mission sent to Armenia in connection with the aggravation of the situation on the Armenian-Azerbaijani border,<triplet> CSTO Secretary-General Stanislav Zas <subj> CSTO <obj> Make Public Statement <triplet> CSTO <subj> Armenia <obj> Investigate
502,"Ukrainian army takes up 90 social facilities, 18 enterprises in Zaporozhye — public figure.",<triplet> Ukrainian army <subj> 90 social facilities <obj> Coerce <triplet> Ukrainian army <subj> 18 enterprises <obj> Coerce
503,Mass marches condemning terrorist attack in Shiraz held in Iran — news agency.,<triplet> Mass marches <subj> terrorist attack <obj> Disapprove
504,"Baku plans to occupy more Armenian territories, Armenian Deputy PM claims.",<triplet> Armenian Deputy PM <subj> Baku <obj> Make Public Statement <triplet> Baku <subj> Armenian territories <obj> Fight
505,"Steinmeier says Germany, Russia ""are standing against each other"".",<triplet> Steinmeier <subj> Germany <obj> Make Public Statement <triplet> Steinmeier <subj> Russia <obj> Make Public Statement
506,"""When we look at Russia, there is no room for old dreams,"" the German president emphasized",<triplet> the German president <subj> Russia <obj> Make Public Statement
507,China hopes Ukraine crisis has diplomatic solution — Foreign Ministry.,<triplet> China <subj> Ukraine <obj> Make Public Statement
508,Thousands of protesters in Italy’s Naples demand ceasefire in Ukraine — agency.,<triplet> Thousands of protesters <subj> Ukraine <obj> Demand
509,A nationwide demonstration in support of the start of peace talks and a ceasefire in Ukraine is scheduled for November 5 in Rome,<triplet> A nationwide demonstration <subj> Ukraine <obj> Protest
510,Polish border guards push a large group of refugees to Belarusian territory.,<triplet> Polish border guards <subj> large group of refugees <obj> Coerce
511,Ukrainian POWs testify US mercenaries participate in hostilities — investigators.,<triplet> Ukrainian POWs <subj> US mercenaries <obj> Make Public Statement
512,"It was stated that Ukrainian POWs had provided evidence of the participation of foreign mercenaries from Poland, Britain and the United States in Ukraine’s armed units",<triplet> Poland <subj> Ukraine’s armed units <obj> Provide Aid <triplet> Britain <subj> Ukraine’s armed units <obj> Provide Aid <triplet> the United States <subj> Ukraine’s armed units <obj> Provide Aid
513,Putin says Moscow making every effort to normalize relations between Yerevan and Baku.,<triplet> Putin <subj> Yerevan <obj> Make Public Statement <triplet> Putin <subj> Baku <obj> Make Public Statement <triplet> Yerevan <subj> Baku <obj> Reduce Relations
514,Ukraine heavily mines border with Belarus — Kiev’s border guard service.,<triplet> Ukraine <subj> Belarus <obj> Exhibit Military Posture
515,"The Belarusian leader Alexander Lukashenko earlier drew attention to the fact that Ukraine had massed up a group of up to 15,000 military personnel on border with Belarus",<triplet> Ukraine <subj> Belarus <obj> Exhibit Military Posture <triplet> The Belarusian leader Alexander Lukashenko <subj> Ukraine <obj> Make Public Statement
516,Japan weighs in on Putin’s ‘nuclear’ remarks at Valdai Club.,<triplet> Japan <subj> Putin <obj> Make Public Statement
517,Bolsonaro has attacked Brazil’s's electronic voting system.,<triplet> Bolsonaro <subj> Brazil’s's electronic voting system <obj> Disapprove
518,Italy’s Hard Right Feels Vindicated by Giorgia Meloni’s Ascent.,<triplet> Italy’s Hard Right <subj> Giorgia Meloni’s Ascent <obj> Disapprove
519,"Long marginalized politically and ostracized socially, Giorgia Meloni’s's supporters sense a chance to give a final blow to the stigma and shame of the new prime minister’s supporters's association with Fascism.",<triplet> Giorgia Meloni’s's supporters <subj> the new prime minister’s supporters <obj> Disapprove
520,Xi Jinping vs. the People.,<triplet> the People <subj> Xi Jinping <obj> Disapprove
521,How Chinese citizens are responding to Xi Jinping's lengthened rule.,<triplet> Chinese citizens <subj> Xi Jinping's lengthened rule <obj> Make Public Statement
522,"Ksenia Sobchak, a Kremlin Critic, Leaves Russia.",<triplet> Ksenia Sobchak <subj> Russia <obj> Disapprove
523,"Ksenia Sobchak, a Kremlin Critic, entered Lithuania this week.",<triplet> Lithuania <subj> Ksenia Sobchak <obj> Provide Aid
524," The intruder who attacked Nancy Pelosi's's husband in the couple's's San Francisco home was searching for Nancy Pelosi's, shouting ""Where is Nancy Pelosi's, where is Nancy Pelosi's?"" before assaulting Nancy Pelosi's husband with a hammer.",<triplet> The intruder <subj> Nancy Pelosi's's husband <obj> Assault
525,North Korea fires 2 short-range missiles toward sea.,<triplet> North Korea <subj> sea <obj> Exhibit Military Posture
526," North Korea fired 2 short-range missiles toward sea on Friday in North Korea's first ballistic weapons launches in two weeks, as the U.S. military warned North Korea that the use of nuclear weapons ""will result in the end of that regime.""",<triplet> the U.S. military <subj> North Korea <obj> Threaten <triplet> North Korea <subj> sea <obj> Exhibit Military Posture
527, Elon Musk completed Elon Musk's $44-billion US acquisition of Twitter late on Thursday and almost immediately fired Twitter's leadership team and reportedly installed Elon Musk as CEO.,<triplet> Elon Musk <subj> Twitter's leadership team <obj> Reduce Relations
528,"Putin Have a Good Relationship with Both Lula and Bolsonaro, Says Putin.",<triplet> Putin <subj> Lula <obj> Engage In Diplomatic Cooperation <triplet> Putin <subj> Bolsonaro <obj> Engage In Diplomatic Cooperation <triplet> Putin <subj> Lula <obj> Make Public Statement <triplet> Putin <subj> Bolsonaro <obj> Make Public Statement
529,"Putin told Folha that Putin maintains good relations with both Lula and Jair Bolsonaro (PL), the candidates in the Brazilian runoff presidential election.",<triplet> Putin <subj> Folha <obj> Make Public Statement <triplet> Putin <subj> Lula <obj> Engage In Diplomatic Cooperation <triplet> Putin <subj> Jair Bolsonaro (PL) <obj> Engage In Diplomatic Cooperation
530,Ukrainian authorities on Friday announced further rolling blackouts in and around Ukraine's largest cities amid ongoing Russian strikes targeting energy infrastructure.,<triplet> Russian strikes <subj> energy infrastructure <obj> Fight <triplet> Ukrainian authorities <subj> Ukraine's largest cities <obj> Make Public Statement <triplet> Ukrainian authorities <subj> Russian strikes <obj> Make Public Statement
531,Biden calls Pelosi to express support after attack on husband.,<triplet> Biden <subj> Pelosi <obj> Engage In Diplomatic Cooperation
532,"Russia's Shoigu on Friday said that the ""partial mobilisation"" of 300,000 reservists to fight in Ukraine that Russia's announced in September was complete.","<triplet> 300,000 reservists <subj> Ukraine <obj> Fight <triplet> Russia's Shoigu <subj> 300,000 reservists <obj> Make Public Statement <triplet> Russia's Shoigu <subj> Ukraine <obj> Make Public Statement"
533,China has shown no sign of backing away from China's hardline “zero-Covid” policy since a major congress of the ruling Communist Party concluded this week by awarding authoritarian leader Xi Jinping a third five-year term in power and packed top bodies with authoritarian leader Xi Jinping's loyalists.,<triplet> Xi Jinping <subj> Xi Jinping's loyalists <obj> Engage In Diplomatic Cooperation
534,I know a lot of things but I am quiet: Imran Khan's warning to ISI.,<triplet> Imran Khan <subj> ISI <obj> Threaten
535,"The ambassador of Iran has also been excluded from this year's Nobel Prize ceremony in Stockholm because of ""the serious and escalating situation"" in Iran, the private foundation that administers the prestigious awards said Friday.",<triplet> the private foundation <subj> The ambassador of Iran <obj> Reduce Relations
536,"Earlier this week, the envoys of Russia and Belarus were barred from attending this year's Nobel Prize ceremony in Stockholm because of the war in Ukraine.",<triplet> envoys of Russia <subj> Ukraine <obj> Fight <triplet> Belarus <subj> Ukraine <obj> Fight
537,Israel election polls predict Netanyahu just shy of victory.,<triplet> Israel election polls <subj> Netanyahu <obj> Make Public Statement
538,"Iran withholding bodies of protesters from families, UN says.",<triplet> Iran <subj> families <obj> Reject <triplet> UN <subj> Iran <obj> Make Public Statement
539,"Former Pakistan PM Imran Khan launched 'long march' for early Pakistan election on Friday in Islamabad to demand early elections, piling pressure on a government already in crisis.",<triplet> Former Pakistan PM Imran Khan <subj> a government <obj> Reduce Relations
540,"Former PM Imran Khan was booted from office in April by a no-confidence vote after defections by some of Former PM Imran Khan's coalition partners, but still retains mass public support.",<triplet> Former PM Imran Khan's coalition partners <subj> Former PM Imran Khan <obj> Reduce Relations <triplet> public support <subj> Former PM Imran Khan <obj> Engage In Diplomatic Cooperation
541,"Ten villagers drowned in rampaging floodwaters and landslides in Datu Blah Sinsuat town and three others drowned in nearby Datu Odin Sinsuat town in Maguindanao province, regional official Naguib Sinarimbo told reporters.",<triplet> regional official Naguib Sinarimbo <subj> Ten villagers <obj> Make Public Statement <triplet> regional official Naguib Sinarimbo <subj> three others <obj> Make Public Statement
542,"In a video circulating on social media, Imran Khan could be seen emerging out of a gate at the Civil Courts Lahore surrounded by Imran Khan's party workers and security personnel when people standing there started chanting ghari chor with reference to the Toshakhana controversy, Geo News reported.",<triplet> people <subj> Imran Khan <obj> Disapprove
543,Tourists invited to spend winter in Hurghada at cost less than heating cost in the UK.,<triplet> Hurghada <subj> Tourists <obj> Appeal
544,"the UK's Easy Jet tourism company announced a program under The UK’s Easy Jet tourism company's slogan “Escape the UK in Winter”, where The UK’s Easy Jet tourism company invites British nationals to travel to Egypt to spend the winter at a low cost less than the cost of heating in the UK during the same period.",<triplet> The UK’s Easy Jet tourism company <subj> British nationals <obj> Appeal <triplet> The UK’s Easy Jet tourism company <subj> Egypt <obj> Engage In Material Cooperation
545,"Israel and Lebanon finalize Mediterranean border agreement, opening up potentially rich oil and gas fields.",<triplet> Israel <subj> Lebanon <obj> Engage In Material Cooperation
546,"CNN —  Israel and Lebanon finalized an agreement defining Israel and Lebanon's maritime borders in the Mediterranean on Thursday, President Joe Biden announced on Twitter, inking a United States-brokered deal at the United Nations mission on the land border between Israel and Lebanon.",<triplet> Israel <subj> Lebanon <obj> Engage In Material Cooperation <triplet> Israel <subj> Lebanon <obj> Engage In Material Cooperation <triplet> President Joe Biden <subj> Israel <obj> Make Public Statement <triplet> President Joe Biden <subj> Lebanon <obj> Make Public Statement <triplet> United States <subj> Israel <obj> Consult <triplet> United States <subj> Lebanon <obj> Consult
547,German president condemns Putin and predicts “rough years” ahead in rare speech.,<triplet> German president <subj> Putin <obj> Disapprove
548,"Russia’s's war in Ukraine has ”also plunged us in Germany’s into another time, into an insecurity …
German president condemns Putin and predicts “rough years” ahead in rare speech","<triplet> …
German preside <subj> s Put <obj> Disapprove"
549,US expected to announce $275 million in security assistance for Ukraine.,<triplet> US <subj> Ukraine <obj> Provide Aid
550,"US President Joe Biden’s administration is expected to announce a new round of security assistance for Ukraine totaling around $275 million today, according to a US official.",<triplet> US official <subj> US President Joe Biden’s administration <obj> Make Public Statement <triplet> US official <subj> Ukraine <obj> Make Public Statement <triplet> US President Joe Biden’s administration <subj> Ukraine <obj> Provide Aid
551,"a new round of security assistance for Ukraine totaling around $275 million will come through a presidential drawdown from existing inventories and will not include any new types of weapons systems, a US official said.",<triplet> a US official <subj> Ukraine <obj> Make Public Statement
552,Egyptian President Abdel Fattah al-Sisi signs decree establishing Supreme Council for Automotive Industry.,<triplet> Egyptian President Abdel Fattah al-Sisi <subj> Supreme Council for Automotive Industry <obj> Engage In Diplomatic Cooperation
553,"Supreme Council for Automotive Industry will be headed by the prime minister, and will include the minister of industry as vice president of Supreme Council for Automotive Industry.",<triplet> the prime minister <subj> Supreme Council for Automotive Industry <obj> Consult <triplet> the minister of industry <subj> Supreme Council for Automotive Industry <obj> Consult
554,"  Abdel Moneim Imam, head of the Justice Party in Egypt also said in a statement that this call does not represent the Egyptian people, nor does this call represent any of the political or partisan movements.","<triplet>  Abdel Moneim Imam, head of the Justice Party in Egyp <subj>  Egyptian peopl <obj> Make Public Statement"
555,Establishing new Dairut barrages outcome of Egypt-Japan cooperation.,<triplet> Egypt <subj> Japan <obj> Engage In Material Cooperation
556,"Minister of Water Resources and Irrigation Hani Sewilam has praised the outstanding cooperation between Egypt and Japan through implementing several joint projects in the field of water resources, noting that the project of establishing new Dairut barrages is part of a comprehensive program for the replacement and upgrade of all water facilities overlooking Bahr Youssef, …
The post Establishing new Dairut barrages outcome of Egypt-Japan cooperation appeared first on Egypt Independent.",<triplet> Egypt <subj> Japan <obj> Engage In Material Cooperation <triplet> Minister of Water Resources and Irrigation Hani Sewilam <subj> Egypt <obj> Make Public Statement <triplet> Minister of Water Resources and Irrigation Hani Sewilam <subj> Japan <obj> Make Public Statement
557,President Abdel Fattah El Sisi greets Turkmenistan’s president on Independence Day.,<triplet> President Abdel Fattah El Sisi <subj> Turkmenistan’s president <obj> Make Public Statement
558,President Abdel Fattah El Sisi sent greeting cables to Turkmenistan’s's president Serdar Berdimuhamedow to greet Turkmenistan’s president on Independence Day.,<triplet> President Abdel Fattah El Sisi <subj> Turkmenistan’s's president Serdar Berdimuhamedow <obj> Make Public Statement
559,"President Abdel Fattah El Sisi also sent a similar greeting cable to Susan Dougan, the Governor-General of Saint Vincent and the Grenadines, on the occasion of President Abdel Fattah El Sisi's country’s Independence Day.","<triplet> President Abdel Fattah El Sisi <subj> Susan Dougan, the Governor-General of Saint Vincent and the Grenadines <obj> Make Public Statement"
560,Vladimir Putin has taken aim at the West in a new speech claiming Vladimir Putin's country was sincere in wanting peace.,<triplet> Vladimir Putin <subj> the West <obj> Disapprove <triplet> Vladimir Putin <subj> Vladimir Putin's country <obj> Make Public Statement
561,Billionaire denies report Billionaire plans to fire workers to avoid payouts.,<triplet> Billionaire <subj> report <obj> Disapprove
562,Sir Richard Branson declines Singapore death penalty TV debate invitation.,<triplet> Sir Richard Branson <subj> Singapore death penalty TV debate <obj> Reject
563,Sir Richard Branson has spoken out about Singapore's death penalty for crimes such as drug trafficking.,<triplet> Sir Richard Branson <subj> Singapore's death penalty <obj> Make Public Statement
564,Lewis Hamilton reacts to Fernando Alonso comments about value of Lewis Hamilton's seven titles.,<triplet> Lewis Hamilton <subj> Fernando Alonso <obj> Make Public Statement <triplet> Fernando Alonso <subj> Lewis Hamilton <obj> Make Public Statement
565,Ukraine war: Russia halts grain deal after 'massive' Black Sea Fleet attack.,<triplet> Ukraine <subj> Russia <obj> Fight
566,"The UN says it is vital not to imperil grain deal, as Ukraine accuses Russia of ""using a false pretext"".",<triplet> Ukraine <subj> Russia <obj> Disapprove
567,Nancy Pelosi says Nancy Pelosi's family is grateful for warm wishes as Nancy Pelosi's husband recovers in hospital.,<triplet> Nancy Pelosi <subj> Nancy Pelosi's family <obj> Make Public Statement <triplet> Nancy Pelosi <subj> Nancy Pelosi's husband <obj> Make Public Statement
568,Russian strikes on energy infrastructure leave Ukrainians facing power cuts of more than four hours.,<triplet> Russian <subj> energy infrastructure <obj> Fight
569,Inside a US military cyber team’s defence of Ukraine.,<triplet> a US military cyber team <subj> Ukraine <obj> Engage In Material Cooperation
570,a US military cyber team’s has helped protect Ukraine from cyber attacks.,<triplet> a US military cyber team <subj> Ukraine <obj> Engage In Material Cooperation
571,Brazil election: Winner Lula thanks the Brazilian people.,<triplet> Lula <subj> Brazilian people <obj> Make Public Statement
572,World leaders react warmly to Leftist Luis Inacio Lula da Silva presidential win.,<triplet> World leaders <subj> Luis Inacio Lula da Silva <obj> Make Public Statement
573,Leftist Luis Inacio Lula da Silva on Sunday defeated President Jair Bolsonaro in an election runoff that marked a stunning comeback for Leftist Luis Inacio Lula da Silva and the end of Brazil’s most right-wing government in decades.,<triplet> Luis Inacio Lula da Silva <subj> President Jair Bolsonaro <obj> Reduce Relations
574,"Ukraine on Monday accused Russia of another ""massive attack"" on Ukraine's energy infrastructure, after officials announced power and water supply cuts in Kyiv.",<triplet> Ukraine <subj> Russia <obj> Disapprove <triplet> Russia <subj> Ukraine's energy infrastructure <obj> Fight <triplet> officials <subj> Kyiv <obj> Make Public Statement
575,"Meanwhile, Russia's suspension over the weekend of Russia's participation in the UN-brokered deal to move Ukrainian grain threatens to deepen a global food crisis.",<triplet> Russia <subj> Ukrainian <obj> Reduce Relations <triplet> UN <subj> Russia <obj> Consult <triplet> UN <subj> Ukrainian <obj> Consult
576,Kidnapped Franco-Australian conservationist released by captors in Chad.,<triplet> captors <subj> Kidnapped Franco-Australian conservationist <obj> Yield
577,"Kidnapped Franco-Australian conservationist released by captors in Chad has been released and is in ""good health"", the Chadian Prime Minister announced in a tweet Sunday.",<triplet> the Chadian Prime Minister <subj> Kidnapped Franco-Australian conservationist <obj> Make Public Statement <triplet> the Chadian Prime Minister <subj> captors <obj> Make Public Statement <triplet> captors <subj> Kidnapped Franco-Australian conservationist <obj> Yield
578,"Greta Thunberg will not attend COP27 in Egypt, says COP27 in Egypt is 'greenwashing'.",<triplet> Greta Thunberg <subj> COP27 <obj> Reject <triplet> Greta Thunberg <subj> COP27 <obj> Disapprove
579,"Greta Thunberg said on Sunday Greta Thunberg will skip next month's COP27 in Egypt talks in Egypt, slamming COP27 in Egypt as a forum for ""greenwashing"".",<triplet> Greta Thunberg <subj> COP27 <obj> Reject <triplet> Greta Thunberg <subj> COP27 <obj> Disapprove
580,South Korea vows to investigate Halloween crush that killed more than 150 people.,<triplet> South Korea <subj> Halloween crush <obj> Investigate <triplet> Halloween crush <subj> 150 people <obj> Assault
581,South Korean Prime Minister Han Duck-soo on Monday promised a thorough investigation into the Halloween crush over the weekend that killed more than 150 people in Halloween and plunged South Korea into a week of mourning.,<triplet> South Korean Prime Minister Han Duck-soo <subj> Halloween crush <obj> Investigate <triplet> Halloween crush <subj> 150 people <obj> Assault
582,Clashes as thousands march in France against agro industry water 'megabasins'.,<triplet> thousands <subj> France <obj> Protest
583,"thousands defied an official ban to march on Saturday against the deployment of new water storage infrastructure for agricultural irrigation in western France, according to organisers.",<triplet> thousands <subj> western France <obj> Protest <triplet> thousands <subj> official ban <obj> Reject
584,Iran's Guards chief warns protesters: 'Today is last day of riots'.,<triplet> Iran's Guards chief <subj> protesters <obj> Threaten
585,"The head of Iran's's powerful Revolutionary Guards warned protesters that Today would be protesters's last day of taking to the streets, in a sign that security forces may intensify security forces's fierce crackdown on unrest sweeping Iran's.",<triplet> The head of Iran's's powerful Revolutionary Guards <subj> protesters <obj> Threaten
586,"Franco-Australian conservationist abducted in Chad, government says.",<triplet> government <subj> Franco-Australian conservationist <obj> Make Public Statement
587,US must end policy of China’s containment — foreign minister.,<triplet> US <subj> China’s containment <obj> Reduce Relations <triplet> foreign minister <subj> US <obj> Demand
588,"On October 7, US blacklisted 31 Chinese companies, including the memory chip maker YMTC, as potential suspects in the export of US sensitive technologies",<triplet> US <subj> 31 Chinese companies <obj> Reduce Relations
589,"US, Chinese top diplomats discuss bilateral relations, Ukrainian developments.",<triplet> US <subj> Chinese top diplomats <obj> Consult
590,Anthony Blinken and Wang Yi had a telephone conversation,<triplet> Anthony Blinken <subj> Wang Yi <obj> Consult
591,Lula da Silva beat Brazil's incumbent leader Jair Bolsonaro by almost 2 million votes,<triplet> Lula da Silva <subj> Brazil's incumbent leader Jair Bolsonaro <obj> Disapprove
592,"UN, Turkey, Ukraine this decision on 16 vessels’ navigation in Black Sea on Oct. 31.",<triplet> UN <subj> Turkey <obj> Consult <triplet> UN <subj> Ukraine <obj> Consult <triplet> Turkey <subj> UN <obj> Consult <triplet> Turkey <subj> Ukraine <obj> Consult <triplet> Ukraine <subj> Turkey <obj> Consult <triplet> Ukraine <subj> UN <obj> Consult
593,"According to the Joint Coordination Center, several vessels are awaiting permission to enter the corridor in the ports of Ukraine and in Turkish waters",<triplet> Joint Coordination Center <subj> Ukraine <obj> Make Public Statement <triplet> Joint Coordination Center <subj> Turkish <obj> Make Public Statement
594,"UN, Turkey, Ukraine agree schedule of vessel movement for October 31.",<triplet> UN <subj> Turkey <obj> Engage In Diplomatic Cooperation <triplet> UN <subj> Ukraine <obj> Engage In Diplomatic Cooperation <triplet> Turkey <subj> UN <obj> Engage In Diplomatic Cooperation <triplet> Turkey <subj> Ukraine <obj> Engage In Diplomatic Cooperation <triplet> Ukraine <subj> Turkey <obj> Engage In Diplomatic Cooperation <triplet> Ukraine <subj> UN <obj> Engage In Diplomatic Cooperation
595,"Russia pledges to continue dialogue with Turkey, UN within Joint Coordination Center.",<triplet> Russia <subj> Turkey <obj> Express Intend to Cooperate <triplet> Russia <subj> UN <obj> Express Intend to Cooperate
596,Russia stated this to the Joint Coordinating Center,<triplet> Russia <subj> Joint Coordinating Center <obj> Make Public Statement
597,"UN, Turkey to inspect 40 vessels under grain deal on October 31.",<triplet> UN <subj> 40 vessels <obj> Investigate <triplet> Turkey <subj> 40 vessels <obj> Investigate
598,West’s protracting Ukrainian crisis more dangerous than grain deal suspension — media.,<triplet> West <subj> Ukrainian crisis <obj> Engage In Material Cooperation
599,Ships with food not to leave Ukrainian ports — Turkish defense ministry.,<triplet> Turkish defense ministry <subj> Ukrainian ports <obj> Make Public Statement
600,Turkish defense ministry pledged that Turkey will continue efforts to ensure peace in the region and to conduct humanitarian operations,<triplet> Turkish defense ministry <subj> Turkey <obj> Make Public Statement <triplet> Turkish defense ministry <subj> the region <obj> Provide Aid
601,Several organizers of protests detained in Chisinau.,<triplet> Chisinau <subj> Several organizers of protests <obj> Coerce
602,"Among those detained are Dinu Turcanu, head of the Orhei district, Dinu Turcanu, head of the Orhei district's deputy Viktor Pertu, Orhei Mayor Pavel Verejanu, and honorary leader of the Sor opposition party Valery Klimenko","<triplet> Dinu Turcanu <subj> head of the Orhei district, Dinu Turcanu <obj> Coerce <triplet> Dinu Turcanu <subj> head of the Orhei district's deputy Viktor Pertu <obj> Coerce <triplet> Dinu Turcanu <subj> Orhei Mayor Pavel Verejanu <obj> Coerce <triplet> Dinu Turcanu <subj> honorary leader of the Sor opposition party Valery Klimenko <obj> Coerce"
603,NATO urges Russia to renew Ukraine grain deal — Reuters.,<triplet> NATO <subj> Russia <obj> Appeal <triplet> Russia <subj> Ukraine <obj> Reduce Relations
604,"According to Reuters, NATO also called on Russia to stop using food as a weapon",<triplet> NATO <subj> Russia <obj> Appeal
605,"Lula, a Leftist Former Leader will be Brazil's next president, officials confirmed, after a long and bitter campaign between Lula, a Leftist Former Leader and Bolsonaro.",<triplet> officials <subj> Lula <obj> Make Public Statement <triplet> Lula <subj> Bolsonaro <obj> Disapprove
606,Elects was a rejection of Bolsonaro's far-right movement and Bolsonaro's divisive four years in office.,<triplet> Elects <subj> Bolsonaro <obj> Reject
